Season,League,Date,Home,Away,Result,Score,Source,SourceSeasonFolder,SourceFile
2010/11,National League,2011-02-15,Cambridge,Darlington,0-1,0-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-15,Gateshead,Hayes & Yeading,1-0,1-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-15,Kettering Town,Bath City,1-0,2-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-15,Wrexham,Crawley Town,0.5-0.5,0-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-15,York,Fleetwood Town,1-0,1-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-18,Cambridge,Kidderminster,0-1,1-2,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-18,Newport County,Luton,0.5-0.5,1-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-19,Altrincham,Kettering Town,1-0,3-2,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-19,Barrow,Mansfield,0.5-0.5,2-2,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-19,Eastbourne Borough,Histon,0.5-0.5,2-2,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-19,Fleetwood Town,Grimsby,1-0,3-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-19,Forest Green,Darlington,0.5-0.5,1-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-19,Hayes & Yeading,Southport,1-0,1-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-19,Tamworth,AFC Wimbledon,0-1,2-5,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-19,Wrexham,Gateshead,0-1,2-7,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-22,AFC Wimbledon,Wrexham,0-1,0-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-22,Altrincham,York,0.5-0.5,0-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-22,Barrow,Tamworth,0-1,0-2,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-22,Bath City,Newport County,0.5-0.5,2-2,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-22,Crawley Town,Southport,1-0,1-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-22,Darlington,Kidderminster,0.5-0.5,1-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-22,Grimsby,Forest Green,0.5-0.5,1-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-22,Histon,Cambridge,0-1,0-2,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-22,Kettering Town,Gateshead,0-1,1-4,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-22,Rushden & D,Eastbourne Borough,1-0,2-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-26,AFC Wimbledon,Altrincham,1-0,4-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-26,Bath City,Southport,1-0,2-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-26,Crawley Town,Barrow,1-0,3-2,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-26,Fleetwood Town,Eastbourne Borough,0-1,0-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-26,Forest Green,Tamworth,1-0,4-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-26,Hayes & Yeading,York,0-1,1-2,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-26,Kettering Town,Newport County,1-0,2-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-26,Kidderminster,Wrexham,1-0,1-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-03-01,Darlington,Fleetwood Town,1-0,4-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-03-01,Forest Green,Luton,0-1,0-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-03-01,Hayes & Yeading,AFC Wimbledon,0.5-0.5,0-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-03-01,Newport County,Cambridge,0.5-0.5,1-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-03-01,Rushden & D,Bath City,1-0,5-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-03-01,Southport,Histon,1-0,3-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-03-01,York,Gateshead,1-0,2-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-03-02,Tamworth,Kettering Town,1-0,3-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-03-05,Altrincham,Gateshead,0.5-0.5,1-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-03-05,Barrow,York,0.5-0.5,0-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-03-05,Bath City,Kettering Town,0.5-0.5,1-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-03-05,Crawley Town,Histon,1-0,5-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-03-05,Darlington,Cambridge,1-0,1-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-03-05,Eastbourne Borough,Southport,1-0,4-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-03-05,Grimsby,AFC Wimbledon,1-0,2-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-03-05,Luton,Kidderminster,0.5-0.5,1-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-03-05,Newport County,Fleetwood Town,0-1,1-3,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-03-05,Rushden & D,Hayes & Yeading,0.5-0.5,1-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-03-05,Tamworth,Mansfield,0-1,0-2,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-03-05,Wrexham,Forest Green,1-0,2-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-03-08,Barrow,Altrincham,1-0,1-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-03-08,Gateshead,Darlington,0.5-0.5,2-2,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-03-08,Kidderminster,Crawley Town,0.5-0.5,0-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-03-08,Luton,Tamworth,1-0,2-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-03-08,Rushden & D,Forest Green,0.5-0.5,2-2,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-03-08,Wrexham,Eastbourne Borough,1-0,2-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-03-12,AFC Wimbledon,Kidderminster,0-1,1-2,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-03-12,Fleetwood Town,Crawley Town,0-1,1-2,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-03-12,Forest Green,Barrow,0-1,2-3,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-03-12,Kettering Town,Grimsby,0-1,1-2,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-03-12,Newport County,Altrincham,1-0,2-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-03-12,Southport,Cambridge,0.5-0.5,1-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-03-12,Tamworth,Hayes & Yeading,0-1,2-3,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-03-12,Wrexham,Rushden & D,0.5-0.5,1-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-03-12,York,Eastbourne Borough,1-0,1-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-03-15,Altrincham,Forest Green,1-0,2-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-03-15,Cambridge,Luton,0.5-0.5,0-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-03-15,Crawley Town,Hayes & Yeading,1-0,5-2,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-03-15,Kettering Town,Histon,1-0,4-3,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-03-15,Southport,Barrow,0-1,2-4,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-03-15,York,Mansfield,1-0,2-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-03-18,Crawley Town,AFC Wimbledon,1-0,3-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-03-19,Altrincham,Tamworth,1-0,2-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-03-19,Bath City,Grimsby,1-0,2-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-03-19,Cambridge,York,1-0,2-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-03-19,Eastbourne Borough,Barrow,0-1,0-2,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-03-19,Fleetwood Town,Wrexham,1-0,1-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-03-19,Forest Green,Newport County,0.5-0.5,0-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-03-19,Hayes & Yeading,Kettering Town,1-0,3-2,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-03-19,Rushden & D,Southport,0.5-0.5,2-2,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-03-22,Darlington,Kettering Town,0.5-0.5,1-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-03-22,Eastbourne Borough,Crawley Town,0-1,1-2,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-03-22,Grimsby,Gateshead,0.5-0.5,2-2,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-03-22,Histon,Mansfield,0-1,2-3,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-03-22,Rushden & D,Luton,0-1,0-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-03-26,AFC Wimbledon,Rushden & D,1-0,1-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
