Season,League,Date,Home,Away,Result,Score,Source,SourceSeasonFolder,SourceFile
2010/11,National League,2010-11-21,AFC Wimbledon,Kettering Town,1-0,3-2,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2010-11-23,York,Southport,1-0,2-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2010-11-25,Histon,Bath City,0-1,1-2,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2010-11-27,Cambridge,Altrincham,1-0,4-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2010-11-27,Forest Green,Rushden & D,0.5-0.5,2-2,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2010-11-27,Newport County,Hayes & Yeading,1-0,2-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2010-11-27,Wrexham,Mansfield,0.5-0.5,1-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2010-11-30,Kidderminster,York,0.5-0.5,0-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2010-12-07,Hayes & Yeading,Eastbourne Borough,1-0,2-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2010-12-18,Fleetwood Town,Newport County,0.5-0.5,1-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2010-12-28,AFC Wimbledon,Eastbourne Borough,1-0,3-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2010-12-28,Bath City,Forest Green,0-1,2-4,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2010-12-28,Cambridge,Mansfield,0-1,1-5,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2010-12-28,Fleetwood Town,Southport,1-0,2-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2010-12-28,Kidderminster,Newport County,0-1,2-3,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-01,AFC Wimbledon,Hayes & Yeading,1-0,3-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-01,Altrincham,Wrexham,0.5-0.5,0-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-01,Barrow,Southport,0.5-0.5,1-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-01,Cambridge,Histon,0.5-0.5,0-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-01,Crawley Town,Eastbourne Borough,1-0,3-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-01,Fleetwood Town,Darlington,1-0,1-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-01,Gateshead,York,0-1,0-3,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-01,Grimsby,Mansfield,1-0,7-2,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-01,Kettering Town,Tamworth,0-1,0-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-01,Kidderminster,Forest Green,1-0,1-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-01,Luton,Rushden & D,1-0,3-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-01,Newport County,Bath City,0-1,1-2,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-03,Darlington,Barrow,1-0,3-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-03,Eastbourne Borough,Cambridge,0-1,0-2,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-03,Forest Green,Crawley Town,0-1,0-3,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-03,Histon,Grimsby,0-1,1-6,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-03,Mansfield,Altrincham,0-1,0-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-03,Newport County,AFC Wimbledon,0.5-0.5,3-3,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-03,Rushden & D,Kettering Town,0-1,1-2,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-03,Southport,Gateshead,1-0,5-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-03,Tamworth,Kidderminster,0.5-0.5,2-2,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-03,Wrexham,Bath City,1-0,2-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-04,Hayes & Yeading,Luton,0-1,0-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-08,Barrow,Cambridge,0-1,1-2,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-08,Bath City,Luton,0.5-0.5,0-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-08,Darlington,AFC Wimbledon,0.5-0.5,0-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-08,Eastbourne Borough,Mansfield,0-1,1-3,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-08,Forest Green,Fleetwood Town,1-0,1-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-08,Gateshead,Kidderminster,0.5-0.5,2-2,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-08,Hayes & Yeading,Tamworth,1-0,2-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-08,Rushden & D,Altrincham,0-1,1-2,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-08,Southport,Newport County,1-0,2-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-08,Wrexham,Grimsby,1-0,2-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-11,Darlington,Histon,1-0,3-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-11,Kidderminster,Kettering Town,1-0,4-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-11,Mansfield,Fleetwood Town,0-1,2-5,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-11,Tamworth,Newport County,1-0,3-2,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-11,York,Grimsby,1-0,1-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-12,AFC Wimbledon,Luton,0.5-0.5,0-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-15,Barrow,Kidderminster,1-0,2-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-15,Crawley Town,Kettering Town,1-0,2-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-15,Histon,York,0-1,1-2,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-18,Bath City,Crawley Town,0-1,0-2,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-18,Fleetwood Town,AFC Wimbledon,0.5-0.5,1-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-18,Gateshead,Barrow,1-0,3-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-18,Grimsby,Kettering Town,1-0,2-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-18,Hayes & Yeading,Rushden & D,0.5-0.5,3-3,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-18,Luton,York,1-0,5-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-18,Southport,Wrexham,0-1,0-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-18,Tamworth,Altrincham,0.5-0.5,1-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-22,AFC Wimbledon,Southport,1-0,5-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-22,Altrincham,Bath City,0-1,0-3,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-22,Cambridge,Wrexham,0-1,1-3,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-22,Fleetwood Town,Hayes & Yeading,0.5-0.5,1-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-22,Grimsby,Crawley Town,0.5-0.5,0-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-22,Kettering Town,Eastbourne Borough,1-0,3-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-22,Kidderminster,Barrow,1-0,2-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-22,Luton,Gateshead,0.5-0.5,2-2,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-22,Mansfield,Histon,1-0,1-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-22,Newport County,Rushden & D,0-1,1-3,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-22,Tamworth,Darlington,0.5-0.5,1-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-22,York,Forest Green,1-0,2-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-25,Altrincham,Hayes & Yeading,1-0,4-2,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-25,Barrow,Histon,0.5-0.5,1-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-25,Bath City,AFC Wimbledon,0.5-0.5,2-2,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-25,Crawley Town,Cambridge,1-0,3-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-25,Darlington,Mansfield,0.5-0.5,0-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-25,Eastbourne Borough,Tamworth,0-1,1-4,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-25,Forest Green,Kidderminster,0.5-0.5,1-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-25,Kettering Town,Fleetwood Town,1-0,2-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-25,Luton,Grimsby,1-0,1-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-28,Gateshead,AFC Wimbledon,0-1,0-2,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-29,Bath City,Cambridge,1-0,4-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-29,Eastbourne Borough,Grimsby,0-1,2-3,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-29,Fleetwood Town,Forest Green,1-0,2-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-29,Hayes & Yeading,Kidderminster,0-1,0-4,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-29,Histon,Newport County,0.5-0.5,0-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-29,Mansfield,Wrexham,0-1,2-3,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-29,Rushden & D,Tamworth,0.5-0.5,1-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-01-29,Southport,York,1-0,4-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-01,Eastbourne Borough,Gateshead,0-1,0-3,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-01,Histon,Fleetwood Town,1-0,1-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-01,Luton,Darlington,1-0,4-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-01,Rushden & D,Cambridge,1-0,2-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-01,Southport,Grimsby,0.5-0.5,2-2,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-01,Wrexham,Altrincham,1-0,2-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-01,York,AFC Wimbledon,1-0,4-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-03,Kettering Town,Crawley Town,0.5-0.5,0-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-05,AFC Wimbledon,Fleetwood Town,1-0,1-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-05,Barrow,Wrexham,0-1,0-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-05,Cambridge,Rushden & D,0-1,0-2,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-05,Forest Green,Hayes & Yeading,1-0,1-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-05,Kidderminster,Bath City,1-0,1-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-05,Tamworth,Histon,0-1,0-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-12,AFC Wimbledon,York,1-0,1-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-12,Bath City,Tamworth,1-0,2-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-12,Crawley Town,Wrexham,1-0,3-2,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-12,Darlington,Eastbourne Borough,1-0,6-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-12,Grimsby,Cambridge,0.5-0.5,1-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-12,Histon,Hayes & Yeading,0-1,0-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-12,Kettering Town,Barrow,0.5-0.5,1-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-12,Kidderminster,Altrincham,1-0,2-1,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-12,Luton,Fleetwood Town,0-1,1-3,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-12,Mansfield,Newport County,0.5-0.5,3-3,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-12,Rushden & D,Gateshead,0-1,0-2,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-12,Southport,Forest Green,1-0,4-0,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
2010/11,National League,2011-02-15,Altrincham,Histon,0-1,0-3,football-data,2010-11,C:/Users/stjuk/OneDrive/Documents/GitHub/J-Ratings/EnglishFootball/pipeline_data/Source/football-data/england/2010-11/EC.csv
