name,rating,games,last_historical_game
U Tong-ha,3124.903668922785,9,2007-05-30
Uchida Aoba,3099,1,2017-12-17
Uchida Koichi,3101,1,2001-03-01
Uchida Masazumi,3098.250116682806,1,2002-11-10
Uchida Morikazu,3102.3987697663483,2,2002-08-01
Uchida Seijun,3101.38546549882,1,2000-10-23
Uchida Shuhei,3094.4520116049102,133,2025-11-01
Uchida Yasuo,3099.9971217765815,2,2009-05-16
Uchigaki Suekichi,3000.7278065093933,12,1915-05-01
Udagawa Koichi,3057.3213080536384,11,2000-07-15
Udono Nobuyuki,3103.910174660076,2,1980-10-12
Ueda Akira,3104.1131139689796,5,1988-04-01
Ueda Ichiro,3101,1,1943-11-20
Ueda Katsuhiro,3100.389468890912,2,1979-10-07
Ueda Masayoshi,3104.5618710083213,2,1979-10-07
Ueda Takashi,3078.222141875011,8,2019-02-21
Ueda Tomoaki,3101,1,1961-11-03
Ueda Yoshifumi,3101,1,1983-01-22
Uehara Hidechika,3103.299800693589,1,1983-08-03
Uehara Hidefumi,3101.7521550678416,1,1982-08-04
Uehara Kunio,3094.733297201857,1,2014-06-01
Ueki Kazuyoshi,3099,1,1989-05-01
Ueki Yoshio,3032.877980427552,42,2013-03-25
Uemura Shiro,3093.7960728840035,4,1978-01-18
Uemura Shuzo,3097.8263993173377,1,1978-06-11
Uemura Takehisa,3096.497711894338,2,1980-10-12
Ueno Asami,3306.508223892916,432,2025-12-25
Ueno Risa,3208.8923088394013,209,2025-12-22
Ueno Sumisono,3098.573050462835,1,1983-02-17
Ueno Yoshikazu,3099,1,1982-08-01
Ueshima Akiyo,3092.6984085324484,8,1994-03-12
Ueshima Kayoko,3102.022537318948,1,1989-08-08
Ueyama Hiroshi,3104.2911143357137,2,1980-10-12
Uffe Rasmussen,3083.453679160451,2,2015-06-10
Ugai Kanryo,3097.254902774501,2,1979-10-07
Ugur Arikan,3098.238069576424,1,2024-05-22
Uhara Shunichi,3098.6239719483174,1,1999-03-01
Ui Hongseok,3104.6856615270835,1,2007-07-19
Ukai Mikihito,3099,1,2000-11-26
Ukita Masayuki,3086.67450021787,2,1990-12-20
Ulf Olsson,3087.8787422202863,4,1988-05-20
Umeda Haruhiko,3107.620249273649,9,1999-12-09
Umekawa Toshiyuki,3094.5621440247446,1,1990-07-31
Umeki Suguru,3014.1428873477485,9,2006-10-16
Umemura Miyo,3099,1,1970-07-26
Umetani Toyohiro,3101,1,2005-08-18
Umeya Toyohiro,3101.9971217765815,2,2008-08-11
Umezawa Yukari,3069.5178676913906,167,2019-03-14
Unade Katsuto,3099,1,2000-01-01
Unegawa Marie,3090.8563179488037,5,2004-03-08
Unno Tomoyuki,3098.6239719483174,1,1996-07-01
Ura Hikaru,3099,1,2014-07-24
Urayama Masashi,3101,1,1968-01-01
Uryu Akifumi,3099,1,1997-06-01
Ushikubo Yoshitaka,3112.623950446192,33,2023-01-31
Ushinohama Satsuo,3192.516903188349,116,2024-05-22
Ushio Hiroaki,3099.0086263386493,3,2005-01-01
Ushio Hiroyuki,3102.9238475597094,1,1980-10-27
Ushiro Tetsuo,3106.2688900741346,4,1980-10-12
Utani Shunta,3087.5709921630087,5,2020-05-17
Utsumi Koki,3019.705257263637,40,2025-06-11
Uyama Hisao,3089.5604422542388,2,2003-09-21
V. Ngamjarassrivichai,3091.471064194329,2,1998-06-04
Valeriy Solovyov,3095.0630994392927,6,1988-05-20
Vanessa Wong,3016.2109750877703,9,2012-12-14
Vasco Pimenta,3082.333671594281,3,2016-06-07
Velimir Kuhar,3093.258042700731,1,1991-05-22
Vesa Laatikainen,3071.6643709036516,20,2015-06-09
Vicente Hu,3107.900707007613,1,2003-05-11
Victor Guang Chow,3033.6009419338698,10,2016-07-17
Victor Jow,3107.2726356935086,4,2017-07-03
Viktor Bogdanov,3054.668568815245,10,2001-12-01
Viktor Lin,3107.6945083628516,5,2017-07-13
Vincent Lemaitre,3096.073202432566,2,1989-05-26
Virzhinia Shalneva,3081.027032371584,1,2022-07-30
Viscount Akimoto Okitomo,3098.2520793583217,1,1908-10-06
Vladas Zaleskas,3100.6200183574824,3,2024-05-22
Vladimir Danek,3031.6155971113817,26,2006-02-18
Vladimir Lassak,3096.4797657269623,2,1980-03-26
Vo Nhat Minh,3108.8079494283425,2,2016-06-07
Vorawat Charoensitthisathien,3095.5056615171334,5,2013-09-04
Vorawat Tanapatsopol,3086.8355454071934,6,2016-06-08
Wada Kiyoshi,3099,1,1981-04-01
Wada Koju,3055.732560669031,12,2005-12-04
Wada Koki,3102.17838338154,3,1989-05-03
Wada Yasumasa,3104.23652545151,4,1980-10-12
Wakabayashi Daisuke,3073.6214203749632,2,2014-02-17
Wakamatsu Shuhei,3098.0028782234185,2,2005-09-26
Wakazono Rei,3099,1,2006-07-31
Waki Ayako,3101,1,1988-08-03
Waki Keiko,3099,1,1989-09-30
Wan Enze,3109.993061164634,10,2025-05-10
Wan Kan Lou,3108.4121837763537,2,2009-05-30
Wan Kei Chon,3106.818090091786,4,2016-06-08
Wan Leqi,3072.1887441006816,3,2019-09-23
Wang Bendong,3086.2725217140546,1,2014-01-10
Wang Bo,3088.832877128914,3,2013-01-12
Wang Bogang,3044.233714843324,23,2003-11-27
Wang Chao,3080.2748344503475,2,2025-09-13
Wang Chen,3258.079456885134,82,2025-10-21
Wang Chenfan,3080.5618474078005,2,2015-05-22
Wang Chenxing,3241.851849781636,360,2025-12-13
Wang Chuanhai,3090.25197820676,2,2010-03-30
Wang Chunhui,3428.6203159551033,101,2025-12-09
Wang Chuxuan,3367.2909127871103,66,2025-12-09
Wang Cun,3041.244882068001,25,2019-01-09
Wang Dongliang,3027.8249340006146,76,2016-05-26
Wang Dunkai,2923.069471600607,22,2025-11-12
Wang Fan,3103.3088713461048,3,1996-07-15
Wang Guanjun,2988.9071872992045,137,2010-05-30
Wang Gui,3103.301741533848,2,1998-10-08
Wang Haijun,3033.344225004088,65,2010-06-05
Wang Haotian,3095.8390515667693,1,2019-09-18
Wang Haoyang,3346.219169600089,286,2025-06-09
Wang Heiru,3094.988239872731,2,2023-07-05
Wang Hongjun,3024.5634177703246,68,1999-10-24
Wang Huaiqi,3098.8410281058973,1,1967-11-12
Wang Hui  (ama),3082.471394356821,1,2008-11-01
Wang Hui  (f),3069.963100827362,4,2006-08-01
Wang Hui  (m),3079.5428878659886,37,1997-02-25
Wang Jia,3099,1,2011-11-12
Wang Jiabao,3104.0798443426092,2,2018-06-01
Wang Jianan,3104.1550186449545,5,2019-06-14
Wang Jianhong,3191.328327121945,242,2001-08-05
Wang Jiankun,2990.250709091469,68,2013-06-05
Wang Jianyu,3101,1,2004-03-07
Wang Jiaqi,3078.0953273092523,5,2019-09-20
Wang Jing,3093.4741338341546,1,1996-01-23
Wang Jun,3026.0198475723773,9,2003-04-02
Wang Junliang,3094.724863190109,3,2025-03-20
Wang Junqi,3094.031984443262,1,2007-08-13
Wang Junxiao,3097.1483707954117,1,2020-03-17
Wang Lei Jr.,3254.591368564876,300,2018-06-18
Wang Lei Sr.,3220.0176714708996,604,2024-06-12
Wang Lu,3060.824038805502,13,2015-07-07
Wang Luoxi,3097.114320973884,1,2025-08-14
Wang Meicheng,3107.545018768173,3,2024-06-02
Wang Mian,3098.0436357152535,1,2019-10-22
Wang Niqiao,3053.9600288903102,6,2017-09-17
Wang Pan,3030.5610349496696,12,2019-12-14
Wang Peide,3099,1,2003-04-20
Wang Qianyu,3058.897438591079,3,2019-11-26
Wang Qun,3083.2279249277763,251,2024-10-11
Wang Rui,3056.7111304247037,18,2023-07-14
Wang Runan,3014.6376799861723,100,2025-09-09
Wang Ruoran,3164.903169272563,8,2014-07-09
Wang Ruoyu,3102.4502371631697,29,2025-12-27
Wang Senfeng,3057.647134149208,15,2004-04-10
Wang Shao,3106.6678217962954,2,2005-11-20
Wang Shijie,3098.628318183274,1,2017-02-22
Wang Shiyi,3377.5075696309664,124,2025-12-09
Wang Shuang,3077.126877956642,170,2025-11-26
Wang Shunbo,3114.189472147428,19,2025-12-15
Wang Shuo  (1),3138.170518805529,26,2024-10-11
Wang Shuo  (2),3176.8863645876017,33,2025-11-29
Wang Shuo  Sr.,3097.6246635231128,1,2025-07-19
Wang Shuwen,3101,1,1984-08-24
Wang Shuyao,3083.477996587164,5,2025-12-10
Wang Siyin,3013.447422728544,9,2022-11-21
Wang Tao,3238.8901783250944,109,2017-08-24
Wang Tianyi,3092.915642978521,3,2019-11-03
Wang Ting,3090.95003444644,1,1989-04-01
Wang Wei,3161.5118797376736,12,2019-10-13
Wang Wencong,3102.3244555173765,2,2024-07-16
Wang Wenqi,3084.193730089311,2,2022-09-09
Wang Xi,3486.817899574397,561,2017-06-17
Wang Xian,3101.38546549882,1,1964-05-05
Wang Xiangjie,2955.84856650385,22,2025-01-13
Wang Xiangru,3094.218601067209,2,2009-11-22
Wang Xiangyun,3038.0793717734414,133,2025-08-05
Wang Xiaojie,3091.8582715260345,1,2006-05-31
Wang Xiaolong,3097.911629340981,4,2025-10-20
Wang Xinghao,3686.002958675801,306,2025-12-29
Wang Xinzhou,3097.4568031808444,1,1976-02-01
Wang Xiru,3160.5559619680844,14,2025-10-17
Wang Xuechuan,3054.378342681304,12,2012-10-18
Wang Yang,3145.0683329146595,150,2013-06-05
Wang Yanhao,3089.5621761095576,14,2019-06-14
Wang Yao,3245.479838014171,342,2025-03-31
Wang Yehui,3079.6027908799756,15,1997-07-05
Wang Yi,3074.567389862827,4,1996-03-15
Wang Yichen,3111.9091382775932,7,2018-06-20
Wang Yifei,3084.1370553094375,4,1996-07-15
Wang Yijin,3167.3973672740403,11,2023-02-27
Wang Yimin,3001.3034732118854,59,2003-12-18
Wang Yin,3099,1,1979-11-28
Wang Yinchen,3082.1218148215025,1,2015-10-17
Wang Yinli,3068.0239646363134,3,2025-12-02
Wang Yinlingshui,3117.6831876932524,4,2019-09-22
Wang Yiqing,3108.40257033052,2,1996-12-13
Wang Yiru,3069.9244841179984,2,2023-10-11
Wang Yixin,3063.917792556612,12,2024-10-11
Wang Yixun,3102.1636652395882,9,2001-06-11
Wang Youchen,3076.9843230411625,5,1964-05-11
Wang Youxia,3012.4435803859105,36,2009-04-03
Wang Yuan,3049.672222397497,123,2022-11-15
Wang Yuanjun,3368.749528596541,625,2025-12-12
Wang Yubo,3149.580008111373,160,2025-12-11
Wang Yucheng,3091.1681651136314,5,2023-02-28
Wang Yuhui,3250.4137953249533,314,2012-07-15
Wang Yunzhong,3074.577232711754,3,2007-06-19
Wang Yuqiao,3099,1,2007-02-28
Wang Yuzi,3092.684761748918,2,2010-07-28
Wang Zejin,3344.756256704514,197,2025-12-09
Wang Zexuan,3106.4469250567304,4,2025-12-15
Wang Zeyu,3071.643642698517,12,2023-09-18
Wang Zhaohui,3080.171544335117,1,2017-10-10
Wang Zheming,3144.6336112392646,5,2010-01-29
Wang Zhenxiong,3098.6239719483174,1,1960-04-20
Wang Zhiguo,3098.6090238242296,1,1996-07-13
Wang Zhihong,2887.665021450504,49,2025-09-30
Wang Zian,3105.826448239986,2,1964-04-30
Wang Ziang,3143.2700632637557,5,2023-11-21
Wang Zihan,2915.2055890664997,13,2025-08-07
Wang Zixin,2966.7683101962275,21,2019-11-28
Wang Ziyan,3102.37189622154,4,1927-08-07
Watanabe Ayako,3096.690653486546,1,1985-03-27
Watanabe Hideo,3083.296706864668,75,1968-02-29
Watanabe Hirokazu,3097.633307567801,4,1980-10-12
Watanabe Hironobu,3102.525709784452,1,2003-09-01
Watanabe Junko,3082.338643503957,2,2005-02-21
Watanabe Kandai,3141.313927790254,72,2025-12-04
Watanabe Kironobu,3098.61453450118,1,2003-09-01
Watanabe Koki,3065.932175157357,62,2025-09-10
Watanabe Masao,3101,1,1972-07-03
Watanabe Mitsuru,3101,1,1963-10-19
Watanabe Nobutoshi,3094.5206853326636,4,1980-10-12
Watanabe Noriyoshi,3101,1,1972-05-14
Watanabe Reiji,3076.5479985533334,3,2006-02-20
Watanabe Ryosaku,3095.6417662446847,3,1995-10-01
Watanabe Satoshi,3098.5671833471174,1,1990-07-08
Watanabe Shokichi,3087.282847112522,6,1982-12-09
Watanabe Takashi,3087.4152262163243,9,2002-08-24
Watanabe Takeo,3101,1,1970-08-30
Watanabe Toshio,3100.7632329918997,4,1980-10-12
Watanabe Yu,2995.8391904681016,56,2025-09-18
Watanabe Yusuke,3099,1,2002-10-01
Watarai Kiyotaka,3099,1,1991-12-16
Watari Taiyo,3102.4521920514694,1,2021-08-14
Wataru Muramoto,3095.3035411444744,1,2014-04-09
Wei Chao,3097.9391586369184,1,2008-11-11
Wei Haihong,3093.6166559837257,2,1961-09-25
Wei Haoting,3049.636721421454,9,2012-10-18
Wei Jie Teh,3097.4723574389445,1,2024-05-22
Wei Mingrui,3102.349986829155,2,2009-05-18
Wei Qian,3101.7395454641555,1,2006-05-28
Wei Wang,3096.9359566105663,1,2010-12-30
Wei Wensheng,3099,1,2017-10-11
Wei Xiaofeng,3098.6069509308472,1,1996-01-22
Wei Xiaolin,3116.358487720795,7,2025-12-11
Wei Xin,3080.745982060871,3,1999-06-11
Wei Xintong,2981.6044669749313,20,2025-11-25
Wei Yibo,3126.191896570724,13,2024-06-05
Wei Zixiang,3090.4016293476184,3,2009-07-30
Wen Jie,3129.945419655533,2,2017-01-09
Wen Qi,3099.2426392203324,2,2025-11-09
Wen Siuqing,3082.5215541544267,1,2021-09-27
Wen Yue,3102.2051733992416,1,2025-11-08
Wen Zhaojing,3084.7596473659373,1,2023-11-27
Wen Zhaoyi,3065.839926299484,4,2019-09-22
Weng Yike,3095.979754913664,1,2024-05-14
Weng Ziyu,3098.6853238866456,7,1990-06-21
Weon Seongjin,3383.174481160165,816,2025-12-21
Wi Taeung,3123.0283018057607,60,2024-09-13
Wi Taewong,3095.4963722821535,1,2021-03-31
Wichard von Alvensleben,3101.359984274284,3,1964-08-17
Wichrich Karuehawanit,3078.397248643968,2,2025-05-20
Willem Pomstra,3098.6284750708055,1,2018-05-04
Wnag Yin Ling Shui,3099.525470541264,1,2015-06-22
Woei Haw Djap,3099.594810937278,2,1998-06-04
Wolfgang Isele,3099.9971217765815,2,1986-05-27
Won Jehun,3133.569904461102,40,2025-12-22
Wong Fei Lung,3093.74277022192,1,2008-10-16
Wu Changyi,3084.1531850045963,1,2009-07-01
Wu Cheng,3101,1,1987-02-06
Wu Chenjue,3093.619927512727,2,2019-01-11
Wu Disheng,3095.8299543053995,1,1963-10-02
Wu Guangya,3402.397495433383,320,2025-06-11
Wu Hao,3097.0456326496596,1,2013-06-13
Wu Haoxuan,3085.1920164720027,1,2025-07-05
Wu Huan,3099.756195873411,3,1932-09-09
Wu Jie,3098.255711676041,1,1999-01-01
Wu Jun,3091.3267860118344,1,2007-07-11
Wu Junyi,3098.220886518976,7,2025-03-20
Wu Kai,3060.7172436903757,6,2014-03-13
Wu Lisa,3086.048040541431,1,2014-02-25
Wu Qi (1),3057.2092931772886,8,1997-04-24
Wu Qi (2),3098.9630536791924,1,2005-06-15
Wu Qi (am),3113.0503804593377,4,1997-07-28
Wu Qiyou,3082.3204527750863,8,2024-11-16
Wu Rongyao,3079.000760204631,1,2013-12-20
Wu Shuhao,3138.778711577869,33,2013-07-19
Wu Songsheng,3061.7096760875806,85,2005-09-17
Wu Tian,3077.59346813487,5,2015-06-04
Wu Xinyu,3054.6275585510134,54,2019-12-16
Wu Yanchen,3013.3757886514427,84,2025-12-15
Wu Yiming,3293.3054849927053,224,2025-12-15
Wu Yulin,2998.142608840032,23,1997-07-05
Wu Yunji,3098.1121517650126,1,2023-11-12
Wu Yutong,3102.5808381901666,1,2014-03-13
Wu Zhanying,3094.161482490329,1,1996-01-21
Wu Zhaoyi,3112.0072454625706,220,2008-02-25
Wu Zhengzhu,3101,1,1999-01-06
Wu Zhenjue,3081.3387494594376,1,2018-06-27
Wu Zhenyu,3114.976621882935,7,2018-08-06
Wu Zitian,3104.19356317456,3,2015-06-04
Wu Zonghan,3100.2858523709947,3,2011-05-31
Xia Chenkun,3402.166846942162,224,2025-12-09
Xia Daming,2969.381899166893,68,2023-01-03
Xia Jiankun,3129.9137426570687,2,2013-01-05
Xia Jieli,3099,1,2008-10-05
Xia Shenghao,3100.790033750068,4,1993-01-10
Xia Xianyu,3087.4303411941223,4,1991-05-23
Xia Xin,3088.5322542697186,1,2025-03-09
Xiao Ailin,2906.451416513505,31,2025-08-10
Xiao Qi,3097.754103160566,1,2019-09-20
Xiao Ruishan,3037.8627183810263,6,2024-09-12
Xiao Wei,3124.6793902376594,3,2011-12-30
Xiao Yibin,3095.471607886308,1,2021-06-09
Xiao Yuyang,3079.016601019125,1,2021-08-09
Xiao Zebin,3141.538773651852,6,2025-06-09
Xiao Zhenghao,3225.0189664694035,494,2025-12-17
Xie Chenghan,2918.201309940235,16,2025-09-08
Xie Donglin,3063.2783636967024,5,2023-06-26
Xie Erhao,3470.3147287820652,484,2025-12-15
Xie Feng,3102.09232947653,3,1991-06-18
Xie He,3289.8870345296577,644,2020-12-23
Xie Jiayan,2918.617550198228,15,2025-12-10
Xie Jinjin,3097.4017261118156,1,1996-07-14
Xie Kaikun,3098.5457451418947,1,2008-10-04
Xie Ke,3563.2270445834633,386,2025-12-09
Xie Kiyan,3085.567593770314,1,2023-11-21
Xie Shaobo,3027.996666590344,12,2017-08-30
Xie Wei,3099,1,1989-03-07
Xie Xuanzhoon,3124.079404234664,1,2016-04-29
Xie Yiguo,3101,1,1979-09-10
Xie Yimin,3120.84050117245,582,2025-12-22
Xie Yuguo,3088.4557440167937,4,1982-12-11
Xie Yulong,3101.7479286400135,1,1981-07-26
Xie Zimeng,3088.1994808214313,9,2025-12-11
Xin Tianyue,3079.0812085400757,2,2025-12-11
Xing Hongcheng,3092.469241336553,18,2025-12-09
Xing Tian,3138.533937385366,1,2016-12-30
Xing Yinda,3100.3854725148167,7,2017-01-08
Xing Yiteng,3101,1,1999-01-06
Xingshuo Liu,3085.0267234146077,4,2008-11-02
Xiong Feng,3089.3571176940545,1,2008-03-26
Xiong Yupei,3099.5535631819816,3,2006-01-14
Xu Changzheng,2968.824629629022,16,2023-10-17
Xu Chuangang,3097.870725354981,1,1987-11-12
Xu Dun,3085.488091690117,3,2023-12-23
Xu Feiran,3098.763641490493,4,2019-06-19
Xu Feng,3101,1,1991-01-19
Xu Ge,3091.6993776128597,2,2017-06-12
Xu Haizhe,3035.3567118337937,79,2025-11-26
Xu Hanwen,3070.565200726837,13,2024-06-06
Xu Haohong,3507.98331439259,527,2025-12-24
Xu Jiacheng,3096.4833816113296,1,2018-07-24
Xu Jianying,3079.731669528562,5,2018-08-30
Xu Jiawei,3089.6959461236306,3,2017-11-01
Xu Jiayang,3623.179791930645,424,2025-12-18
Xu Jin,3097.89718230789,1,2006-01-12
Xu Jingen,3374.3975369440163,297,2025-11-29
Xu Jingqi,3071.5379445593726,20,2025-12-12
Xu Jong,3098.616028051683,1,2004-07-30
Xu Linglin,3098.6284567695984,1,2016-06-06
Xu Mang,3098.9944285642464,1,1992-07-27
Xu Mingjun,2957.2414167283114,12,2025-05-02
Xu Qi Wu,3096.821216846248,2,2013-09-03
Xu Rongxin,2967.3464993519774,38,1998-01-06
Xu Shuxiang,3079.3228710876824,62,2023-12-23
Xu Wenge,3096.0816229572965,1,1994-01-20
Xu Xiazheng,3098.6254970511563,1,2006-05-14
Xu Xin,3096.52387623263,1,1996-07-14
Xu Yichen,3082.253673114055,3,2025-10-21
Xu Yidi,3276.02264437922,68,2025-12-27
Xu Ying,3145.8010253041075,107,2024-12-14
Xu Yuqi,3095.7781164090275,116,2025-12-29
Xu Zexin,3106.3624413432335,6,2017-06-11
Xu Zhenyu,3129.7910251432368,4,2013-06-04
Xue Guanhua,3524.1132721718386,81,2025-12-09
Xue Hongzhe,3111.600656941724,1,2019-06-22
Xue Lei,3102.706297459509,7,2018-01-14
YI Fei Yue,3101.712579223045,1,2016-06-05
YXT Eagle Eyes,3101,1,2019-04-27
Yagi Isamu,3098.2715325155423,1,1970-09-06
Yahara Kunimi,3099.997553172007,2,1980-10-12
Yahata Koichi,3091.356861433382,7,1998-12-03
Yahata Koki,3086.8899938690524,1,2020-10-29
Yahata Naoki,3038.867365190929,28,2025-12-03
Yakushiji Yuki,3098.614540363131,1,1969-09-15
Yamabe Toshiro,3193.7477272842434,302,1994-03-03
Yamada Kazushige,3101.7740257806463,1,1989-04-04
Yamada Kimio,3190.866374015329,818,2025-08-25
Yamada Kohei,3080.477611972805,9,2025-09-29
Yamada Kozo,3087.1140342392514,1,1935-06-18
Yamada Masanari,3082.4106492699534,1,2017-02-13
Yamada Masao,3095.7667834403765,1,2019-08-03
Yamada Noriyoshi,3138.7748322787143,65,2015-11-09
Yamada Ryoji,3096.668724308967,3,1979-10-07
Yamada Ryoma,3089.4786832822833,3,2017-02-20
Yamada Shiho,3078.220535012324,4,2019-10-17
Yamada Shinji,3134.7020102161673,26,2022-09-12
Yamada Sobee,3099,1,1926-01-09
Yamada Takizo,3084.3193454522066,2,1939-11-08
Yamada Takuji,3110.697939510841,110,2025-09-11
Yamada Tetsuo,3101,1,1989-10-01
Yamada Wakio,3024.695296275479,27,2019-12-26
Yamada Yoshihisa,3099,1,2001-12-01
Yamada Yoshio,3101,1,1973-08-15
Yamadaira Hitoshi,3098.616028051683,1,1925-04-01
Yamagata Takaharu,3099.5769662860457,6,2003-04-01
Yamagishi Yasushi,3101,1,1993-11-07
Yamaguchi Junichiro,3098.616028051683,1,1979-10-07
Yamaguchi Sanseki,3047.2468939754503,11,1941-07-31
Yamaguchi Shigeharu,3096.2037512185016,10,1939-11-01
Yamaguchi Yuka,3101,1,1986-07-30
Yamaguchu Junichiro,3101.37453450118,1,1979-10-07
Yamaka Yukihiro,3099,1,1989-06-25
Yamakita Mayumi,3098.224106387024,1,1981-03-13
Yamamori Maki,3099.8032789398026,3,1989-03-11
Yamamori Masaki,3097.851542313824,1,1980-10-12
Yamamori Tadanao,3074.905106946697,34,2025-01-09
Yamamoto Akiichiro,3101,1,1960-08-21
Yamamoto Atsushi,3101.6449746219873,6,1993-10-11
Yamamoto Hideki,3101.7581152229172,1,1989-12-01
Yamamoto Hironori,3097.6859448947334,2,2010-12-22
Yamamoto Hirose,3099,1,1992-08-05
Yamamoto Hirotoku,3102.1435422141744,1,2015-02-16
Yamamoto Hiroyo,3101.3760280516826,1,1997-07-30
Yamamoto Kentaro,3016.667946743231,28,2024-08-26
Yamamoto Kenzo,3095.98548343554,1,1964-08-10
Yamamoto Kiyoshi,3094.001572873003,1,1985-11-18
Yamamoto Koichi,3099,1,1960-01-01
Yamamoto Masato,3047.885936915171,18,2025-05-15
Yamamoto Minako,3095.871036939735,1,1991-02-12
Yamamoto Noriyuki,3095.0960060613243,1,1999-06-10
Yamamoto Seiko,3103.8121409861797,1,1978-12-01
Yamamoto Takunori,3102.539128636854,1,2009-12-22
Yamamoto Tomohiro,3101.383971948317,1,1998-08-05
Yamamoto Toshio,3101,1,1986-12-07
Yamamoto Tsurayuki,3098.2419249603704,1,1994-08-23
Yamamoto Yasujiro,3088.302649434335,5,1925-10-14
Yamamoto Yutaka,3105.247685604905,1,1938-10-23
Yamanaka Toshio,3068.8695501017214,2,2009-03-25
Yamane Akira,3097.8208913821168,1,1964-11-03
Yamano Megumi,3099,1,1982-09-26
Yamanouchi Masaki,3092.9144261628007,4,2024-10-23
Yamaoka Yasutaka,3102.370562660441,2,1979-10-07
Yamaoka Yuji,3099.503956131919,1,1989-05-28
Yamashiro Hiroshi,3135.887955643303,797,2025-09-07
Yamashiro Seiko,3090.153663776203,1,1939-11-23
Yamashiro Yutaka,3099,1,1939-02-01
Yamashita Hiroshi,3102.219239924193,4,2011-12-26
Yamashita Isamu,3101.1698358169397,4,1979-10-07
Yamashita Isao,3098.2714583253414,1,1989-05-16
Yamashita Jifumi,3086.2690550908087,11,2004-04-05
Yamashita Kan,3125.662796037333,3,2012-02-15
Yamashita Keigo,3383.350036038131,1332,2025-11-24
Yamashita Mayumi,3098.61453450118,1,1980-07-30
Yamashita Naoki,3101.7599854198206,1,1988-07-26
Yamashita Sadao,3096.883213881831,1,2009-11-08
Yamashita Shuhei,3101,1,2002-10-01
Yamauchi Tamio,3100.034505511484,2,1980-10-12
Yamazaki Fumiko,3092.210398779907,3,2011-11-17
Yamazaki Hiroko,3097.0821046773444,1,1998-10-28
Yamazaki Masuo,3047.9082249797625,12,1976-01-01
Yamazaki Shinichiro,3099,1,2012-12-22
Yamazaki Toshiko,3099,1,1987-11-01
Yamazaki Yoshihiro,3081.045251187208,11,2025-09-17
Yamigumo Hiroaki,3101.367167826039,1,1983-01-01
Yamigumo Tsubasa,3093.082268820645,1,2019-11-24
Yamigumo Yoku,3088.25036437283,7,2017-07-02
Yan An,3052.8484043114636,30,1998-10-26
Yan Dongqian,3097.871939611878,2,2018-07-25
Yan Huan,3326.9691432134236,122,2025-11-10
Yan Jiangang,3086.3310854250585,1,2002-05-31
Yan Ning,3087.39218962007,1,2007-07-12
Yan Ximo,3034.8483436743427,73,2025-12-11
Yan Zaiming,3260.211817060502,45,2025-09-09
Yan Zheming,3088.3038663265197,2,2019-10-07
Yan Zheng,3085.505315375476,2,1996-08-26
Yanagawa Hiromasa,3055.6646200742,9,2020-02-03
Yanagida Akiya,3103.6865818402116,1,2012-11-25
Yanagida Haruya,3101,1,2012-12-22
Yanagida Tomoya,3085.486954457316,5,2024-07-07
Yanagihara Saki,2975.7477870318507,32,2025-12-08
Yanagisawa Satoshi,3041.696204420192,38,2025-10-02
Yanagiuchi Emiko,3002.704968315604,31,1994-01-12
Yanai Kazuma,3092.4195066651455,13,2025-08-13
Yanaka Katsunori,3042.495921873179,30,2022-08-22
Yanaka Yasunobu,3099.243186273144,2,1980-10-12
Yang Bowei,3201.144750687386,163,2025-12-10
Yang Ch'ang-yeon,3099.662638283835,2,1998-08-25
Yang Chukun,3088.669196449666,5,2024-11-12
Yang Dingxin,3596.9080233228565,674,2025-12-20
Yang Dong,3149.1983843412045,24,2024-04-25
Yang Fude,3077.2538081672224,3,2024-01-22
Yang Ge,3089.5844706746257,1,2017-01-10
Yang Haozhe,3096.832249908193,1,2023-03-23
Yang Hui,3031.925880429621,264,2001-04-15
Yang Huiren,3017.851249494728,39,2014-12-13
Yang Jaeho,3210.08376913719,468,2020-02-21
Yang Jiarong,3098.9146952173473,1,1984-07-18
Yang Jing,3086.5897942792167,6,2012-03-28
Yang Jinhua,3078.840036352213,45,2004-08-21
Yang Jongchan,3068.943475343808,7,2025-03-05
Yang Junchong,3147.504316448405,4,2025-07-08
Yang Kaiwen,3504.295702474955,295,2025-12-26
