name,rating,games,last_historical_game
Luan Bin,3096.094283271998,1,1991-06-21
Luan Shiya,3101,1,2013-05-21
Lucas Neirynck,3103.3838089857295,3,2013-09-04
Lucian Corlan,3093.2020705188224,3,2008-11-11
Luciano Salerno,3099.5813082347295,2,2013-09-02
Lucretiu Calota,3106.622622695339,1,2003-12-12
Luis Cajiao,3101,1,2015-06-07
Lukas Kraemer,3064.815073836668,7,2016-06-08
Lukas Kramer,3063.219095676496,3,2025-05-18
Lukas Podpera,3028.149343114537,12,2025-05-21
Luo Chuyue,3193.60938148273,149,2025-12-12
Luo Delong,3096.2749605239555,12,2009-03-04
Luo Jianwen,2953.5942464147715,57,2017-11-08
Luo Jianyuan,3087.4158384770144,6,1983-11-29
Luo Shengjie,3061.320445936505,3,2025-02-27
Luo Wanqing,3079.3821107763715,1,2025-10-20
Luo Xihe,3296.481311288976,734,2025-10-25
Luo Yan,3074.9148571685528,7,2023-11-21
Luo Yi,3099,1,1989-01-01
Lutz Mattner,3101,1,1982-03-20
Luverne Gueco,3097.2411296972546,2,1989-05-24
Lyu Seungheui,3099,1,2008-11-06
Lyu Tong-wan,3187.133932727522,23,2021-02-09
Lü Liyan,3159.2098111868636,22,2025-12-09
Lü Shuo,3109.0584081372344,1,2022-11-16
Ma Bo,3103.720079899437,1,1996-01-26
Ma Changhao,3090.26762143912,3,2024-11-11
Ma Dianshi,3098.6239719483174,1,1985-03-31
Ma Guangshi,3093.779622647139,1,2014-01-08
Ma Guangzi,3082.1003163553773,7,2019-09-18
Ma Jiate,3096.3181600194216,17,2025-11-08
Ma Jingyuan,3238.920444913915,49,2025-12-27
Ma Nate,3055.491429453811,5,2025-11-08
Ma Qingchuan,3110.2912571558604,1,2017-10-11
Ma Qingjun,3101,1,2002-08-29
Ma Rulong,3119.2446309033385,8,2012-09-13
Ma Shi,2995.2770588293197,79,2001-04-26
Ma Shuai,3149.4396105848764,4,2022-11-18
Ma Tianfang,3214.173658490689,73,2025-10-21
Ma Wei,3101.383971948317,1,1987-07-21
Ma Xiang,3102.642374266247,2,2015-05-30
Ma Xiaobing,3167.216756126787,94,2025-11-27
Ma Xiaojun,3255.1504016867707,946,2024-06-07
Ma Xiaoming,3099,1,1978-08-01
Ma Xuefeng,3101,1,1997-10-28
Ma Yalan,3095.0068565465704,5,1979-09-13
Ma Yichao,3282.7504491390996,89,2023-11-28
Ma Yuanyuan,3079.4698634145593,3,1993-05-05
Maeda Akiyoshi,3099,1,1981-11-15
Maeda Kenzo,3098.6239719483174,1,1991-07-24
Maeda Michio,3101.383971948317,1,1972-08-02
Maeda Nobuaki,3151.2984123631636,371,1975-02-13
Maeda Ryo,3044.2958352738774,8,2025-08-06
Maeda Ryoji,3108.044428412864,21,2019-10-03
Maeda Yukihiro,3087.4826953456723,2,1989-10-30
Maeda Yuzuru,3097.6279438308266,2,1979-10-07
Maekawa Etsuzo,3101,1,1982-10-02
Maekawa Ichiro,3101,1,1918-09-01
Maeshima Shoji,3099,1,1941-09-28
Maetani Shingo,3091.352963321875,1,1992-08-31
Magari Reiki,3150.5295959060427,119,2000-01-27
Magari Tokujiro,3090.860137882453,2,1924-06-30
Magnus Kylemark,3093.9553903955516,2,1998-06-04
Mai Duy Le,3101,1,2008-11-09
Makihata Taeko,2947.295203559457,58,2021-04-22
Makino Tomihiro,3099.9971217765815,2,1980-10-12
Makinose Koji,3098.6145349855074,1,2010-07-28
Makio Hiroki,3106.7507430707774,3,2001-11-25
Makise Kyoko,3101.9971217765815,2,1998-07-29
Makita Miki,3099,1,2000-07-26
Malte Schuster,3090.123111220865,6,1989-05-26
Manabe Fukuta,3099,1,1929-03-01
Manabe Kazuo,3106.501579873855,1,1988-05-16
Mandish Singh,3100.649898338065,3,2009-05-28
Manfred Wimmer,3093.440063245099,5,1988-07-28
Mang Jimin,3099.5295509399534,1,1998-06-20
Mang Youngjin,3101,1,1994-04-17
Manja Marz,3087.261293778227,1,2017-11-06
Mannami Kana,3004.531264771894,110,2025-09-29
Mannami Nao,3033.1345031033748,120,2025-10-09
Mannami Nao + AQ,3099,1,2019-03-17
Manuel Velasco,3088.88661367071,6,2018-07-24
Manuela Marz,3063.267712726368,4,2021-07-18
Many Faces of Go,3093.8025711638816,4,2010-12-29
Mao Ruilong,3311.0640006863923,255,2024-06-03
Mao Yanxin,3042.190591031342,8,2025-12-11
Mao Yinlong,3062.6030599195587,5,1994-01-20
Mao Yuheng,3074.47259290862,2,2007-08-14
Marc Ginoux,3097.418627848022,5,1988-05-20
Mario Aguero,3102.5160636557703,3,2009-05-28
Mario Obando,3097.8344330745567,1,2013-09-03
Mark Boon,3103.826620023099,6,1996-12-14
Martin Dieterich,3101,1,1983-02-16
Martin Michelena,3096.626838739644,3,2009-05-29
Martin Mueller,3081.694794539472,1,2007-04-07
Martin Reindl,3099.6120561691737,2,2008-11-10
Martin Unger,3095.536873290784,3,2013-09-04
Marubashi Kyojiro,3096.615424839315,1,1930-08-20
Maruya Motohiko,3097.8636902042344,1,1989-11-12
Maruyama Shigezo,3102.7293699456923,1,1973-07-02
Maruyama Tatsuo,3095.3469852417534,4,1980-10-12
Maruyama Toyoji,3117.928700867255,3,2007-08-22
Mashiko Fumihiko,3087.364575342466,5,2011-02-10
Masubuchi Tatsuko,2989.5338365798875,59,1948-11-24
Masuda Ikuo,3099,1,2000-11-12
Masuda Kozo,3092.555404279501,2,1968-11-03
Masuda Takahiro,3096.740718519846,1,1993-07-27
Masuda Yoshiaki,3097.620011422086,2,1980-10-12
Masui Kyuko,3101,1,1920-02-22
Matej Zakanj,3100.5891046295155,3,2009-05-30
Mateusz Surma,3023.3175916090727,41,2024-05-31
Matias Pankoke,3099,1,2015-06-08
Matori Mitsuo,3098.2381152229173,1,2010-08-02
Mats Goemans,3101,1,1964-12-01
Mats Johansson,3097.8684260522527,1,1982-03-20
Matsubara Akio,3096.179563335819,1,2007-02-19
Matsubara Junko,3097.454843010627,1,1992-09-27
Matsubara Taisei,3097.357394472219,10,2023-01-06
Matsubayashi Yoshihiko,3083.16300606818,23,1942-11-25
Matsuda Mikoto,3098.2562537626545,5,2001-03-17
Matsuda Takao,3098.85933049195,11,1980-03-29
Matsuhara Shigeo,3089.946397937951,2,1979-09-03
Matsui Akiharu,3098.0028782234185,2,1968-07-07
Matsui Akio,3101,1,1936-01-03
Matsui Asahi,3099,1,1992-05-26
Matsui Hisao,3101,1,1976-09-06
Matsumoto Akio,3105.6061717085804,5,1992-05-01
Matsumoto Hisao,3101.9971217765815,2,1979-10-07
Matsumoto Kanzo,3101,1,1970-01-01
Matsumoto Naota,3088.7393396794714,2,2018-10-27
Matsumoto Nayoko,3039.5434383226225,26,2015-02-16
Matsumoto Takehisa,3201.509801730219,165,2025-08-21
Matsumoto Tokuji,3022.583462262001,19,1979-06-28
Matsumoto Yukako,3097.813650473883,3,2006-03-11
Matsumura Naoki,3103.135176502921,2,1980-10-12
Matsumura Osamu,3102.825881215133,1,2008-05-07
Matsumura Yoshikazu,3123.0675226433877,1,1930-10-25
Matsumuro Hiroo,3099,1,1979-10-01
Matsunaga Mutsuhiro,3100.0028782234185,2,1996-09-29
Matsunaga Noriyuki,3093.889308372046,2,2001-01-01
Matsuo Hiroshi,3099,1,1991-12-22
Matsuo Kyozo,3101,1,1996-05-01
Matsuo Shoichi,3101.9824004549973,4,1980-10-12
Matsuoka Akio,3101,1,1961-07-01
Matsuoka Akira,3097.8493805324656,1,1980-12-10
Matsuoka Hideki,3028.7544226450264,79,2024-03-14
Matsuoka Saburo,3099,1,1983-07-10
Matsuoka Shigeko,3085.4974720405876,1,1998-08-03
Matsuoka Takahide,3099,1,2001-05-01
Matsuoka Teruo,3092.0760338230743,9,1998-10-20
Matsushima Koku,3098.2477794516444,1,1994-08-09
Matsushita Kozo,3099,1,1979-09-01
Matsuta Yoichiro,3095.1753669619616,3,2015-02-16
Matsutomo Takashi,3102.150845841673,1,1989-07-16
Matsuura Hideo,3105.657031998353,4,2005-06-30
Matsuura Katsuji,3068.1866376513285,28,1941-05-14
Matsuura Naoyuki,3099.534059132546,1,2011-08-03
Matsuura Shigeru,3099.243790213982,3,1980-10-12
Matsuura Yoshihiro,3091.6451839768893,7,1985-04-10
Matsuzawa Tsurujiro,3068.0110248558485,10,1925-07-15
Matt Cocke,3097.6279438308266,2,2009-05-30
Matthew Burrall,3099,1,2009-04-19
Matthew Macfadyen,3078.5555017559927,44,2010-09-19
Matthias Grossmann,3098.2320105864155,1,1988-09-18
Matti Siivola,3068.2784216405016,18,2016-06-08
Maurizio Vitari,3096.5698026085543,1,2006-05-28
Mawatari Shigeki,3103.6654699360824,1,1993-12-13
Max Rebattu,3099.6120561691737,2,1978-07-01
Melissa Cao,3090.0327809983614,2,2018-04-20
Meng Fanxiong,3098.550432631405,3,2011-11-12
Meng Lei,3084.6242604961258,15,2013-06-05
Meng Tailing,3406.1878645762454,433,2025-03-25
Meng Xiaolong,3102.1461062653507,1,2010-03-03
Meng Yan,3131.91329702832,2,2014-01-12
Meng Yongmei,3078.0635914032637,1,2023-07-14
Meng Zhaoyu,3078.009757262306,47,2016-06-17
Merlijn Kuin,3055.752633310023,18,2016-06-08
Mi Yuting,3534.408264582333,786,2025-12-16
Michael Garero,3100.3879438308263,2,2009-05-28
Michael Katscher,3098.62546549882,1,1968-08-01
Michael Lam,3105.5636787753483,1,1982-03-20
Michael Redmond,3180.8154611697323,225,2025-12-08
Michael Staub,3096.4179706591244,2,1998-06-03
Michael Yao,3077.988392741078,2,2006-05-31
Michiel Eijkhout,3082.340966031888,2,2008-10-04
Miguel Flusser,3094.747081993332,1,1983-02-18
Miguel Perez Escribano,3099,1,2019-06-05
Miguel Pina,3102.3720561691734,2,2009-05-29
Mihai Petre Bisca,3094.1186930188487,3,1989-05-25
Mihai Serban,3092.7738771369427,1,2008-10-14
Mihara Yuji,3099.9971217765815,2,1992-03-01
Mihori Sho,3106.3927605325252,2,1988-05-16
Mijodrag Stankovic,3093.2732588264153,6,2009-05-30
Mikami Masaru,3094.4002041432423,1,2006-02-18
Mikhail Savitski,3102.3670223383215,2,2013-09-02
Miki Kyoko,3097.237395963959,4,1995-03-08
Miki Tadashi,3101,1,1993-02-11
Milan Kochandrle,3096.764062569206,2,1981-03-12
Milan Lazarevic,3099.1961798643706,4,1992-05-29
Miljan Vuksanovic,3099.591729510076,2,1963-10-05
Milos Bojanic,3087.5252974419063,1,2008-10-06
Miloslav Jukic,3101.7003366294293,1,1983-02-18
Mimura Kaori,3025.678148144194,24,2024-12-19
Mimura Keisuke,3099,1,1994-07-01
Mimura Tomoyasu,3273.9468396658067,429,2025-07-28
Mimuro Mitsuhiro,3092.667612886148,1,1963-06-24
Min Chungsik,3098.8485463387706,2,1949-04-02
Min Nuo,3067.9931583758375,8,2011-02-26
Min Sangyeon,3262.3826390803956,101,2019-04-08
Min Younghyeon,3038.8167284687565,11,1967-11-13
Min Yunkyeong,3097.613840372699,2,2001-10-18
Minami Yoshimi,3207.774542193973,19,1999-09-08
Minamori Jigen,3091.4062829786503,1,2021-12-22
Minatogawa Sachiko,3101.7441507292083,1,1989-08-02
Mine Yasuhiro,2973.4868962797573,28,2025-12-24
Minematsu Masaki,3080.056875502103,7,2021-01-21
Ming Yuan Wang,3098.625453349493,1,2006-05-30
Miroslav Kostolansky,3100.0028782234185,2,1998-06-03
Miroslav Poliak,3097.34183787683,9,2016-06-07
Misawa Kentaro,3092.338901397648,2,2010-01-30
Misawa Toshiaki,3101.9971217765815,2,1996-07-01
Mishima Hibiki,2929.705691430848,29,2025-12-03
Miss Y.,3099,1,1980-01-20
Mita Shuichi,3099.9960596045166,2,1979-10-07
Mitani Tetsuya,3191.423744126891,148,2025-06-08
Mitic Dusan,3102.1045393839613,1,2016-06-06
Mito Shuhei,3124.7378676117296,37,2025-09-08
Mito Yukari,2896.54671498228,71,2022-05-23
Mitsuda Zenji,3101.383971948317,1,1992-03-01
Mitsuhara Itaro,3056.092703913116,27,1957-04-04
Mitsunaga Junzo,3102.345134480917,31,2023-12-18
Mitsunaga Kozo,3101,1,1991-07-30
Mitsunari Akiko,3099,1,1960-01-01
Mitsushima Takeshi,3097.2450802532744,2,1979-10-07
Miura Hiroshi,2992.8406866405394,57,2012-02-27
Miura Michiyoshi,3099,1,1960-07-02
Miura Taro,3362.518576742173,83,2025-12-08
Miwa Yoshiro,3087.1461200902545,44,1983-12-15
Miyagawa Fumihiko,3087.0152556434564,15,2019-04-25
Miyagishi Yuko,3098.6234075506272,1,2000-03-19
Miyago Shiro,3097.1833873307887,2,1979-06-03
Miyahira Hirofumi,3101,1,1993-08-04
Miyakawa Wataru,3078.5351592523434,3,2004-08-03
Miyaki Ryutaro,3099,1,1987-08-01
Miyako Shiro,3094.964788821427,16,1984-11-01
Miyakoshi Marie,3101,1,2008-08-11
Miyamoto Hisashi,3099,1,1979-06-01
Miyamoto Jiharu,3035.4804011209085,20,2024-10-24
Miyamoto Naoki,3072.6801602364703,82,2006-05-25
Miyamoto Yoshihisa,3094.9453021991576,91,2010-11-17
Miyasaka Shinji,3008.8008614896867,194,1937-05-19
Miyashita Shuyo,3222.547336733646,302,1976-03-04
Miyashita Suzue,3089.260353849025,5,1989-04-03
Miyatani Fuga,3115.086801819484,4,2025-06-26
Miyatani Kazao,3099,1,2014-12-14
Miyazaki Hiroshi,3130.025621661612,1,1973-11-15
Miyazaki Mitsuharu,3099,1,1980-06-01
Miyazaki Ryutaro,2992.022522582813,28,2023-03-16
Miyazaki Shimako,3081.948396591957,98,2008-12-11
Miyazaki Yoshichika,3079.702875978939,3,2013-02-18
Miyazawa Goro,3064.533633210724,228,2024-08-01
Miyoshi Shigeo,3099.2092473684424,1,1946-05-29
Miyoshi Toru,3099,1,1973-08-20
Mizobe Setsuya,3099,1,1995-11-01
Mizokami Tomochika,3299.246095806494,394,2025-11-02
Mizuma Toshifumi,3018.4027195012295,18,2025-05-12
Mizuno Hiromi,2988.390609523923,43,2009-07-22
Mizuno Hiroshi,3139.7048106211596,9,1993-02-25
Mizuno Ichiro,3074.972303271287,3,1989-01-12
Mizusei Tsugumoto,3099,1,2010-08-04
Mizuta Tasuke,3098.6239719483174,1,1951-11-01
Mizuta Yoshihiro,3128.6432213826793,13,1987-02-25
Mizutani Kenji,3098.0028782234185,2,1979-10-07
Mizutani Morie,3045.616341570889,12,1991-02-20
Mladen Smud,3098.582989031505,1,2006-05-29
Mochizuki Kenichi,3170.9653904295574,125,2024-07-04
Mok Jinseok,3343.072095649102,723,2025-11-11
Momose Etsuzo,3098.0028782234185,2,1925-05-13
Momose Hisato,3102.372067545291,2,1925-11-02
Monika Reimpell,3098.205780100757,1,2008-10-08
Moon Ildu,3122.676915648591,7,2000-08-26
Moon Jihwan,3080.320489275241,5,2022-08-24
Moon Jong Kim,3087.288689500453,2,2006-02-04
Moon Jongho,3093.6698831012495,7,2024-05-26
Moon Kang Liu,3093.2800338094808,2,1989-05-25
Moon Micheol,3095.449128094317,3,1981-11-26
Moon Minjong,3331.522732852594,138,2025-08-13
Moon Miyeol,3100.957219926141,7,2000-08-26
Moon Myeongkeun,3071.0181489745946,4,2019-11-18
Moon Pyeongkweon,3096.5392155792483,2,2012-03-03
Moon Seungcheol,3101.7645257720137,3,1998-07-15
Moon Toweon,3005.448764360847,55,2018-05-15
Moon Yeongsam,3118.005647071848,11,1998-06-05
Moon Yongjik,3084.7119939971967,30,1994-06-13
Moon Yongsam,3092.3968808967497,6,1993-05-26
Moon Youngcheol,3101,1,1994-11-13
Moon Yubin,3254.385513580748,28,2021-02-21
Mori Atsuyuki,3102.143732923261,1,1991-02-12
Mori Chisaki,3002.651697452584,18,2025-10-06
Mori Hideo,3099,1,1972-03-12
Mori Hironobu,3019.853493329778,17,2017-02-20
Mori Kazumasa,3099,1,1963-10-01
Mori Suguru,3101,1,1983-02-17
Mori Tsunejiro,3101,1,1907-06-01
Morikage Hiraku,3098.6239719483174,1,1983-06-25
Morikawa Masao,3089.9769797376925,2,1997-09-30
Morikawa Mitsuo,3103.6246530058106,4,1984-01-01
Morikawa Sae,3102.3830588670994,2,2001-03-11
Morikawa Shunji,3114.6003539134763,2,2019-11-24
Morimura Isamu,3100.763931389777,2,1980-10-12
Morinaga Yoshinobu,3099,1,1983-01-01
Morino Setsuo,3066.6329911216244,14,2021-04-28
Morioka Hiroshi,3104.66263243034,4,1980-10-12
Morisaki Tatsuya,3101,1,1996-10-06
Morisaki Toshimitsoo,3092.4082968704256,15,1994-12-11
Morishima Kaoru,3048.676245075755,14,1991-12-05
Morishita Yusuke,3101.9971217765815,2,1996-08-07
Morita Ken,3102.3705311090876,2,2016-08-03
Morita Michihiro,3134.9178707537517,182,2024-09-26
Moritomi Susumu,3100.0028782234185,2,1988-06-01
Moriyama Haruyuki,3092.935884882229,2,1965-11-23
Moriyama Naoki,3217.3219381042854,106,2017-07-05
Moriyama Shuichiro,3101,1,1981-03-13
Moro Arisa,3034.2005806451853,40,2025-12-22
Morodome Yasuhiro,3059.718117206469,7,2017-11-26
Morotome Yasuhiro,3092.6446950849727,2,2008-07-21
Morten Mortensen,3095.867808124888,3,1989-05-25
Morten Ofstad,3117.139121908203,1,2011-05-30
Motohara Kiyohiro,3102.763940395483,2,1980-10-12
Motoharu Yukio,3101.374540582294,1,1980-10-12
Motoki Katsuya,3407.571539822238,350,2025-12-21
Mozheng Guan,3115.7252014302894,2,2008-05-31
Mu Xiaohong,3055.096138415924,6,2010-09-03
Mukai Chiaki,3120.104445214042,312,2025-07-17
Mukai Hiroyuki,3101,1,1982-09-26
Mukai Hoshiaki,3101,1,1999-08-04
Mukai Kaori,3102.2360617459253,33,2018-02-08
Mukai Kazuo,3116.577226589843,245,1968-07-17
Mukai Kozue,2949.490089831283,33,2018-03-29
Mukai Seijun,3091.1816298695057,1,1964-09-10
Mukai Toshinari,3095.3631454984247,6,2020-08-11
Mukai Toshinori,3100.7568537761567,2,1980-10-12
Mukojima Chiro,3095.8562089219745,1,2009-02-16
Mukojima Tomoo,3100.033697538191,2,1993-10-11
Munetomo Tadashi,3099,1,1989-11-12
Murai Mariko,3102.9538797834844,5,1990-03-10
Murai Sakae,3088.5144146373536,1,1934-02-05
Murakami Akihide,3047.394387718677,21,2017-11-02
Murakami Ayane,3099,1,2012-07-24
Murakami Bunsho,3061.033811804523,54,1995-12-11
Murakami Fukashi,3095.569778950775,25,2018-10-27
Murakami Hirofumi,3099.234948906843,2,1989-04-01
Murakami Hirokazu,3103.938184830899,3,2004-10-01
Murakami Hiroshi,3105.401900921329,4,1990-11-20
Murakami Hitoshi,3101,1,1994-04-01
Murakami Suetsugu,3098.6069911051104,1,1981-03-01
Murakami Yoshio,3101,1,1989-04-18
Murakawa Daisuke,3332.898377217567,634,2025-12-25
Muramatsu Hiroki,3242.962546537039,77,2025-08-25
Muramatsu Ryuichi,2991.4967194530077,56,2024-02-01
Muramoto Wataru,3090.8908208873245,42,2025-09-29
Muranaka Tetsuo,3101,1,1994-07-01
Murao Akira,3097.26083387285,2,1980-10-12
Muraoka Mika,3085.3107158932103,2,2017-11-30
Muraoka Setsuo,3099.62,2,1979-10-07
Muraoka Shigeyuki,3075.886344714848,7,2024-10-09
Muraoka Shinya,3094.961557918067,2,2002-08-01
Muraoka Toshihiko,3095.603124871115,5,1996-11-11
Muraoka Toshiyuki,3111.323935564181,2,1978-07-10
Murase Toshiyuki,3101.9971217765815,2,1980-10-12
Murashima Yoshikatsoo,3072.618828593688,123,1932-04-20
Murashima Yoshinori,3155.701513143868,167,1966-07-07
Murata Fumio,3101.3760280516826,1,2000-05-01
Murata Genshi,3101,1,1982-12-01
Murata Mitsunao,3097.5026444273144,1,1988-04-01
Murata Seiko,3110.2142779572773,21,1938-05-11
Murata Yoshinobu,3101.781748773237,1,1994-11-06
Muratani Shuhei,3101,1,1991-09-01
Muromoto Kichitaro,3099,1,1927-01-01
Mutsuura Yuta,3290.0654206725258,217,2025-12-01
Mykhailo Halchenko,3068.7452670655384,6,2008-10-14
Myung Chul Shin,3101.810905497586,2,1985-05-25
Na Hyun,3373.3600864673504,404,2025-12-21
Na Jonghoon,2958.6052324029015,45,2018-09-17
Nabeshima Akira,3096.6263102015732,2,1997-11-17
Nabeshima Ichiro,3018.2572132984205,29,1971-11-18
Nagahama Hikohachi,3096.093136314401,2,1914-06-08
Nagahara Yoshiaki,3021.5682473096267,9,2017-09-18
Nagahashi Koji,3099.627932454709,2,2003-09-01
Nagai Masayoshi,3103.1346990202865,4,1980-10-12
Nagai Naoto,3092.8184671245244,2,1981-11-23
Nagai Noriko,3097.884515429952,1,1996-03-07
Nagai Seiichi,3100.0028782234185,2,1979-10-07
Nagai Tabasa,3097.49442286445,1,2002-03-10
Nagai Takahiro,3099,1,1995-11-01
Nagai Takao,3103.126904815814,2,1980-10-12
Nagaki Tatsuko,3101,1,2001-03-01
Nagamatsu Masaaki,3097.101458477482,1,1979-12-21
Nagamatsu Sadahiro,3105.112962790889,5,1989-08-29
Nagano Keijiro,3037.9433853117853,16,1921-02-27
Nagano Suguru,3094.349782181763,3,1995-01-06
Nagano Takashi,3098.616028051683,1,1990-10-30
Naganuma Makoto,3037.022595787669,12,1996-01-19
Nagao Kentaro,3103.305645755058,1,2002-12-22
Nagasaki Kiyosumi,3097.7892722799934,2,1980-10-12
Nagasaki Yuji,3058.8163561944693,4,2025-03-12
Nagashima Kozue,3032.5971566632693,8,2023-12-14
Nagaura Yukiyoshi,3099,1,1979-10-01
Nagayama Sogoro,3099,1,1991-09-01
Nagayama Taku,3101,1,2001-12-26
Nagayo Kazumori,3055.038117969252,19,2013-02-25
Nagumo Minoru,3101,1,1976-09-06
Naito Rikuto,3091.6219968425894,3,2023-04-04
Naito Tomiaki,3081.527171435133,4,2016-02-15
Nakagawa Arata,3132.1450148177205,80,1965-12-09
Nakagawa Kamesaburo I,3092.837396245583,1,1910-09-09
Nakagawa Kamesaburo II,3022.7901872525185,12,1927-07-21
Nakagawa Keizo,3102.3760626968347,4,1980-10-12
Nakagawa Masashi,3099,1,2005-08-18
Nakagawa Michi,3097.5396861661893,1,2009-05-31
Nakagawa Senji,3125.28518674972,17,1908-11-23
Nakagawa Shinji,3102.0365682246716,26,1982-03-18
Nakagawa Yoshihiro,3101.9971217765815,2,1995-12-01
Nakagiri Masayuki,3101.9971217765815,2,1991-01-03
Nakahama Konosuke,3052.3269351409263,3,2025-08-07
Nakahama Noriaki,3099,1,1990-10-10
Nakahara Seizo,3098.628262711455,1,1989-12-02
Nakahara Shunsuke,3096.857163091658,2,2003-11-01
Nakai Fumio,3099,1,1994-08-01
Nakajima Hisanori,3098.0028782234185,2,1980-10-12
Nakajima Koji,3099,1,1975-11-03
Nakajima Masakatsoo,3099.252725055111,2,1980-10-12
Nakajima Mieko,2982.131016496451,29,2022-11-17
Nakajima Mitsuki,3101,1,2011-08-01
Nakajima Yasuhiro,3098.0028782234185,2,1994-09-25
Nakajima Yoshiyuki,3097.2470219795523,2,1979-10-07
Nakamaru Hitoshi,3099,1,2006-11-12
Nakamura Chikako,3074.0378252087235,10,1995-07-09
Nakamura Hidehito,3063.74503268463,93,2024-03-28
Nakamura Hiroshi,3099,1,1992-08-01
Nakamura Kazuhiro,3103.901787340391,4,1980-10-12
Nakamura Kenichi,3101,1,1980-10-27
Nakamura Kikue,3099,1,1971-10-17
Nakamura Kuniko,3082.8665869032056,10,1989-09-13
Nakamura Naoyuki,3097.245465515846,2,1993-08-04
Nakamura Nobuo,3099,1,1968-01-01
Nakamura Osamu,3094.1002380656982,1,1986-07-20
Nakamura Seinosuke,3101.388446426084,1,1965-04-14
Nakamura Shinya,3123.033707895309,158,2024-04-01
Nakamura Suguru,3099,1,1976-09-06
Nakamura Sumire,3234.0003977061597,540,2025-12-27
Nakamura Tetsuo,3096.8938558494524,2,1980-10-12
Nakamura Yasuko,3097.136742736924,3,1996-12-13
Nakamura Yuko,3098.6239719483174,1,1998-07-29
Nakamura Yutaro,3039.370678331876,93,1975-09-17
Nakamura Zenichiro,3102.576898249375,1,1910-03-01
Nakane Akira,3100.6051255545176,3,2024-04-03
Nakane Daiki,3064.6357637058327,6,2025-08-13
Nakane Hojiro,3088.546844143272,5,1913-06-18
Nakane Naoyuki,3199.240912548969,95,2025-11-06
Nakanishi Seiichi,3097.6807137211463,4,1980-10-12
Nakano Hironari,3193.8884925914026,312,2025-09-05
Nakano Koji,3101.747651243843,1,1981-03-13
Nakano Seiichi,3098.6239719483174,1,1965-08-23
Nakano Shoya,3057.110939706751,12,2023-11-17
Nakano Takeyuki,3098.236110100587,1,1996-12-18
Nakano Yasuhiro,3099.0489551947735,222,2025-11-27
Nakano Yoshio,3099,1,1997-05-25
Nakano Yoshitaka,3101.3760280516826,1,1993-07-28
Nakano Yushi,3097.5364069383686,1,1998-11-22
Nakanori Takamasa,3100.4979912580898,5,1980-10-12
Nakao Jungo,3040.0553761724677,28,2020-08-10
Nakao Satoshi,3101,1,1990-07-01
Nakaoka Jiro,3050.097045206264,24,1999-11-01
Nakaoka Michio,3099.975985426222,2,1980-10-12
Nakaonoda Tomomi,3196.945593429459,170,2024-06-20
Nakata Jun,3096.510058336337,2,1980-10-12
Nakata Kazuhide,3100.9941546049336,3,1980-10-12
Nakata Shinobu,3098.6239719483174,1,1995-07-25
Nakatani Naoki,3101.3760280516826,1,1994-10-01
Nakaya Minoru,3097.4064119279424,1,1969-01-19
Nakayama Eiji,3099,1,1994-07-26
Nakayama Kaoru,2956.0268526968125,48,2018-12-06
Nakayama Masako,3097.0006615262173,1,1990-10-16
Nakayama Noriyuki,3105.875425468373,7,1997-10-28
Nakayama Ryo,3098.6048817090673,1,1989-05-22
Nakayama Shoji,3099,1,1971-10-10
Nakayama Suemaro,3061.556351542772,9,1934-04-25
Nakayama Toru,3099,1,2007-07-30
Nakazawa Ayako,3075.33972386906,141,2025-02-13
Nakazawa Gen,3101,1,1971-11-07
Nakazawa Hiko,3101,1,1973-09-03
Nakazono Seizo,3037.8140270496747,64,2017-03-06
Nam Jihyeong,3064.63861545009,7,2002-07-24
Nam Keonu,3096.4582557561976,1,1996-11-03
Namie Kozaburo,3089.2453323144664,1,1974-11-01
Namiki Hibiki,3085.620214827145,1,2023-02-13
Namita Kenji,3099,1,1978-11-01
Nara Masatoshi,3066.790778660976,9,1993-12-13
Narendra Sowal,3099.9900228357274,4,2006-05-30
Narishima Natsuko,3084.0853746853486,1,2015-02-23
Narita Yoshihiro,3098.4496924224263,4,1980-10-12
Narumi Naoshi,3101.8930081278017,12,1980-12-07
Narusawa Yasuichi,3092.480918002656,24,2008-02-18
Natalia Kovaleva,2939.230969364204,24,2021-07-18
Nawata Sadao,3098.6239719483174,1,1995-12-01
Nebashi Koichi,3099,1,1970-11-27
Nebashi Teruichi,3107.859418004582,2,1972-05-01
Ned Phipps,3100.7113369537965,5,2005-10-26
Negishi Tsutomu,3101,1,1930-07-24
Neil Stein,3099,1,1963-10-02
Nelis Vets,3085.8910021289944,4,2016-06-07
Nemoto Ryutaro,3101,1,2005-05-15
Neville Smythe,3101,1,1982-03-20
Ngoc Cuong Nguyen,3077.7917165036843,4,2013-09-04
Nhat Minh Vo,3099.9025793727883,6,2016-06-08
Ni Linqiang,3079.431761315486,40,1998-10-28
Nicholas Roussos,3099.966889288967,2,2009-05-28
Nie Weiping,3185.6306770405868,825,2025-02-27
Niinuma Koichi,3099,1,1992-07-25
Niiyama Hiroshi,3102.541359682189,1,2004-11-01
Nikola Alexandrov Tsarigradski,3098.616028051683,1,2024-05-19
Nikola Mitic,3090.0305690760683,5,2018-04-26
Ninomiya Hideko,3095.457380848046,4,1984-05-23
Ninomiya Kao,3099,1,2011-07-27
Nishi Kaori,3104.893033058914,3,2005-07-28
