ID,Name,StartDate,EndDate,Sponsor,Season,Tour,Type,Num,Venue,City,Country,Discipline,Main,Sex,AgeGroup,WorldSnookerId,NumCompetitors,NumUpcoming,NumActive,NumResults
2146,WSF Championship - Group J,2025-01-24,2025-01-27,"",2024,wsf,Amateur,10,Radisson Blu Resort,Saidia,Morocco,snooker,2086,Both,O,0,0,0,0,10
2147,WSF Championship - Group K,2025-01-24,2025-01-27,"",2024,wsf,Amateur,11,Radisson Blu Resort,Saidia,Morocco,snooker,2086,Both,O,0,0,0,0,10
2148,WSF Championship - Group L,2025-01-24,2025-01-27,"",2024,wsf,Amateur,12,Radisson Blu Resort,Saidia,Morocco,snooker,2086,Both,O,0,0,0,0,6
2157,WSF Championship - Group M,2025-01-24,2025-01-27,"",2024,wsf,Amateur,13,Radisson Blu Resort,Saidia,Morocco,snooker,2086,Both,O,0,0,0,0,6
2158,WSF Championship - Group N,2025-01-24,2025-01-27,"",2024,wsf,Amateur,14,Radisson Blu Resort,Saidia,Morocco,snooker,2086,Both,O,0,0,0,0,10
2159,WSF Championship - Group O,2025-01-24,2025-01-27,"",2024,wsf,Amateur,15,Radisson Blu Resort,Saidia,Morocco,snooker,2086,Both,O,0,0,0,0,10
2160,WSF Championship - Group P,2025-01-24,2025-01-27,"",2024,wsf,Amateur,16,Radisson Blu Resort,Saidia,Morocco,snooker,2086,Both,O,0,0,0,0,10
2161,WSF Championship - Group Q,2025-01-24,2025-01-27,"",2024,wsf,Amateur,17,Radisson Blu Resort,Saidia,Morocco,snooker,2086,Both,O,0,0,0,0,10
2162,WSF Championship - Group R,2025-01-24,2025-01-27,"",2024,wsf,Amateur,18,Radisson Blu Resort,Saidia,Morocco,snooker,2086,Both,O,0,0,0,0,6
2163,WSF Championship - Group S,2025-01-24,2025-01-27,"",2024,wsf,Amateur,19,Radisson Blu Resort,Saidia,Morocco,snooker,2086,Both,O,0,0,0,0,10
2164,WSF Championship - Group T,2025-01-24,2025-01-27,"",2024,wsf,Amateur,20,Radisson Blu Resort,Saidia,Morocco,snooker,2086,Both,O,0,0,0,0,10
2165,WSF Championship - Group U,2025-01-24,2025-01-27,"",2024,wsf,Amateur,21,Radisson Blu Resort,Saidia,Morocco,snooker,2086,Both,O,0,0,0,0,10
2166,WSF Championship - Group V,2025-01-24,2025-01-27,"",2024,wsf,Amateur,22,Radisson Blu Resort,Saidia,Morocco,snooker,2086,Both,O,0,0,0,0,10
2167,WSF Championship - Group W,2025-01-24,2025-01-27,"",2024,wsf,Amateur,23,Radisson Blu Resort,Saidia,Morocco,snooker,2086,Both,O,0,0,0,0,10
2168,WSF Championship - Group X,2025-01-24,2025-01-27,"",2024,wsf,Amateur,24,Radisson Blu Resort,Saidia,Morocco,snooker,2086,Both,O,0,0,0,0,10
2169,WSF Championship - Group Y,2025-01-24,2025-01-27,"",2024,wsf,Amateur,25,Radisson Blu Resort,Saidia,Morocco,snooker,2086,Both,O,0,0,0,0,10
2170,WSF Championship - Group Z,2025-01-24,2025-01-27,"",2024,wsf,Amateur,26,Radisson Blu Resort,Saidia,Morocco,snooker,2086,Both,O,0,0,0,0,10
2171,WSF Championship - Group AA,2025-01-24,2025-01-27,"",2024,wsf,Amateur,27,Radisson Blu Resort,Saidia,Morocco,snooker,2086,Both,O,0,0,0,0,6
2172,WSF Championship - Group AB,2025-01-24,2025-01-27,"",2024,wsf,Amateur,28,Radisson Blu Resort,Saidia,Morocco,snooker,2086,Both,O,0,0,0,0,10
2173,WSF Championship - Group AC,2025-01-24,2025-01-27,"",2024,wsf,Amateur,29,Radisson Blu Resort,Saidia,Morocco,snooker,2086,Both,O,0,0,0,0,10
2174,WSF Championship - Group AD,2025-01-24,2025-01-27,"",2024,wsf,Amateur,30,Radisson Blu Resort,Saidia,Morocco,snooker,2086,Both,O,0,0,0,0,10
2175,WSF Championship - Group AE,2025-01-24,2025-01-27,"",2024,wsf,Amateur,31,Radisson Blu Resort,Saidia,Morocco,snooker,2086,Both,O,0,0,0,0,10
2176,WSF Championship - Group AF,2025-01-24,2025-01-27,"",2024,wsf,Amateur,32,Radisson Blu Resort,Saidia,Morocco,snooker,2086,Both,O,0,0,0,0,10
2177,WSF Championship - Group AG,2025-01-24,2025-01-27,"",2024,wsf,Amateur,33,Radisson Blu Resort,Saidia,Morocco,snooker,2086,Both,O,0,0,0,0,10
2178,WSF Championship - Group AH,2025-01-24,2025-01-27,"",2024,wsf,Amateur,34,Radisson Blu Resort,Saidia,Morocco,snooker,2086,Both,O,0,0,0,0,10
2179,WSF Championship - Group AI,2025-01-24,2025-01-27,"",2024,wsf,Amateur,35,Radisson Blu Resort,Saidia,Morocco,snooker,2086,Both,O,0,0,0,0,10
2086,WSF Championship,2025-01-24,2025-02-01,"",2024,wsf,Amateur,0,Radisson Blu Resort,Saidia,Morocco,snooker,2086,Both,O,0,170,0,0,69
1838,German Masters,2025-01-27,2025-02-02,Machineseeker,2024,main,Ranking,0,Tempodrom,Berlin,Germany,snooker,1838,Both,O,0,128,0,0,63
2108,Championship League - Winners' Group,2025-02-04,2025-02-05,"",2024,main,Invitational,0,Mattioli Arena,Leicester,England,snooker,2108,Both,O,0,27,0,0,24
2041,Welsh Open Qualifiers,2025-02-04,2025-02-06,"",2024,main,Qualifying,0,Barnsley Metrodome,Barnsley,England,snooker,1992,Both,O,0,0,0,0,64
2101,Belgian Women's Open Group A,2025-02-07,2025-02-08,"",2024,women,Ranking,1,The Trickshot,Bruges,Belgium,snooker,2100,Women,O,0,0,0,0,6
2105,Belgian Women's Open Group B,2025-02-07,2025-02-08,"",2024,women,Ranking,2,The Trickshot,Bruges,Belgium,snooker,2100,Women,O,0,0,0,0,6
2196,Belgian Women's Open Group C,2025-02-07,2025-02-08,"",2024,women,Ranking,3,The Trickshot,Bruges,Belgium,snooker,2100,Women,O,0,0,0,0,6
2197,Belgian Women's Open Group D,2025-02-07,2025-02-08,"",2024,women,Ranking,4,The Trickshot,Bruges,Belgium,snooker,2100,Women,O,0,0,0,0,6
2198,Belgian Women's Open Group E,2025-02-07,2025-02-08,"",2024,women,Ranking,5,The Trickshot,Bruges,Belgium,snooker,2100,Women,O,0,0,0,0,6
2199,Belgian Women's Open Group F,2025-02-07,2025-02-08,"",2024,women,Ranking,6,The Trickshot,Bruges,Belgium,snooker,2100,Women,O,0,0,0,0,6
2200,Belgian Women's Open Group G,2025-02-07,2025-02-08,"",2024,women,Ranking,7,The Trickshot,Bruges,Belgium,snooker,2100,Women,O,0,0,0,0,6
2201,Belgian Women's Open Group H,2025-02-07,2025-02-08,"",2024,women,Ranking,8,The Trickshot,Bruges,Belgium,snooker,2100,Women,O,0,0,0,0,6
2049,Q Tour 7,2025-02-07,2025-02-09,"",2024,q,Ranking,7,Landywood Snooker Club,Walsall,England,snooker,2049,Both,O,0,124,0,0,123
2100,Belgian Women's Open,2025-02-07,2025-02-09,"",2024,women,Ranking,0,The Trickshot,Bruges,Belgium,snooker,2100,Women,O,0,37,0,0,20
1992,Welsh Open,2025-02-10,2025-02-16,BetVictor,2024,main,Ranking,0,Venue Cymru,Llandudno,Wales,snooker,1992,Both,O,0,128,0,0,63
1842,World Open,2025-02-23,2025-03-01,Weide Cup,2024,main,Ranking,0,Yushan Sport Centre,Yushan,China,snooker,1842,Both,O,0,128,0,0,63
2104,World Grand Prix,2025-03-04,2025-03-09,"",2024,main,Ranking,0,Kai Tak Arena,Hong Kong,Hong Kong,snooker,2104,Both,O,0,32,0,0,31
2180,Q Tour Global Play-Offs,2025-03-11,2025-03-13,"",2024,q,Play-off,0,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2180,Both,O,0,24,0,0,21
2216,European Under 21 Championship - Group A,2025-03-14,2025-03-15,"",2024,ebsa,Amateur,1,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2207,Both,U21,0,0,0,0,10
2217,European Under 21 Championship - Group B,2025-03-14,2025-03-15,"",2024,ebsa,Amateur,2,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2207,Both,U21,0,0,0,0,6
2218,European Under 21 Championship - Group C,2025-03-14,2025-03-15,"",2024,ebsa,Amateur,3,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2207,Both,U21,0,0,0,0,6
2219,European Under 21 Championship - Group D,2025-03-14,2025-03-15,"",2024,ebsa,Amateur,4,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2207,Both,U21,0,0,0,0,6
2220,European Under 21 Championship - Group E,2025-03-14,2025-03-15,"",2024,ebsa,Amateur,5,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2207,Both,U21,0,0,0,0,6
2221,European Under 21 Championship - Group F,2025-03-14,2025-03-15,"",2024,ebsa,Amateur,6,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2207,Both,U21,0,0,0,0,6
2222,European Under 21 Championship - Group G,2025-03-14,2025-03-15,"",2024,ebsa,Amateur,7,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2207,Both,U21,0,0,0,0,6
2223,European Under 21 Championship - Group H,2025-03-14,2025-03-15,"",2024,ebsa,Amateur,8,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2207,Both,U21,0,0,0,0,6
2224,European Under 21 Championship - Group J,2025-03-14,2025-03-15,"",2024,ebsa,Amateur,9,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2207,Both,U21,0,0,0,0,6
2225,European Under 21 Championship - Group K,2025-03-14,2025-03-15,"",2024,ebsa,Amateur,10,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2207,Both,U21,0,0,0,0,6
2226,European Under 21 Championship - Group L,2025-03-14,2025-03-15,"",2024,ebsa,Amateur,11,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2207,Both,U21,0,0,0,0,6
2227,European Under 21 Championship - Group M,2025-03-14,2025-03-15,"",2024,ebsa,Amateur,12,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2207,Both,U21,0,0,0,0,6
2228,European Under 21 Championship - Group N,2025-03-14,2025-03-15,"",2024,ebsa,Amateur,13,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2207,Both,U21,0,0,0,0,6
2229,European Under 21 Championship - Group P,2025-03-14,2025-03-15,"",2024,ebsa,Amateur,14,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2207,Both,U21,0,0,0,0,6
2230,European Under 21 Championship - Group Q,2025-03-14,2025-03-15,"",2024,ebsa,Amateur,15,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2207,Both,U21,0,0,0,0,6
2231,European Under 21 Championship - Group R,2025-03-14,2025-03-15,"",2024,ebsa,Amateur,16,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2207,Both,U21,0,0,0,0,6
2232,European Under 21 Championship - Group S,2025-03-14,2025-03-15,"",2024,ebsa,Amateur,17,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2207,Both,U21,0,0,0,0,6
2233,European Under 21 Championship - Group T,2025-03-14,2025-03-15,"",2024,ebsa,Amateur,18,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2207,Both,U21,0,0,0,0,6
2234,European Under 21 Championship - Group U,2025-03-14,2025-03-15,"",2024,ebsa,Amateur,19,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2207,Both,U21,0,0,0,0,6
2235,European Under 21 Championship - Group V,2025-03-14,2025-03-15,"",2024,ebsa,Amateur,20,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2207,Both,U21,0,0,0,0,6
2236,European Under 21 Championship - Group W,2025-03-14,2025-03-15,"",2024,ebsa,Amateur,21,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2207,Both,U21,0,0,0,0,6
2237,European Under 21 Championship - Group X,2025-03-14,2025-03-15,"",2024,ebsa,Amateur,22,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2207,Both,U21,0,0,0,0,6
2207,European Under 21 Championship,2025-03-14,2025-03-17,"",2024,ebsa,Amateur,0,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2207,Both,U21,0,89,0,0,43
2206,European Championship,2025-03-17,2025-03-22,"",2024,ebsa,Amateur,0,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2206,Both,O,0,172,0,0,85
2238,European Championship - Group A,2025-03-17,2025-03-22,"",2024,ebsa,Amateur,1,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2206,Both,O,0,0,0,0,6
2239,European Championship - Group B,2025-03-17,2025-03-22,"",2024,ebsa,Amateur,2,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2206,Both,O,0,0,0,0,6
2240,European Championship - Group C,2025-03-17,2025-03-22,"",2024,ebsa,Amateur,3,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2206,Both,O,0,0,0,0,6
2241,European Championship - Group D,2025-03-17,2025-03-22,"",2024,ebsa,Amateur,4,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2206,Both,O,0,0,0,0,6
2242,European Championship - Group E,2025-03-17,2025-03-22,"",2024,ebsa,Amateur,5,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2206,Both,O,0,0,0,0,6
2243,European Championship - Group F,2025-03-17,2025-03-22,"",2024,ebsa,Amateur,6,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2206,Both,O,0,0,0,0,6
2244,European Championship - Group G,2025-03-17,2025-03-22,"",2024,ebsa,Amateur,7,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2206,Both,O,0,0,0,0,6
2245,European Championship - Group H,2025-03-17,2025-03-22,"",2024,ebsa,Amateur,8,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2206,Both,O,0,0,0,0,6
2246,European Championship - Group I,2025-03-17,2025-03-22,"",2024,ebsa,Amateur,9,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2206,Both,O,0,0,0,0,6
2247,European Championship - Group J,2025-03-17,2025-03-22,"",2024,ebsa,Amateur,10,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2206,Both,O,0,0,0,0,6
2248,European Championship - Group K,2025-03-17,2025-03-22,"",2024,ebsa,Amateur,11,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2206,Both,O,0,0,0,0,6
2249,European Championship - Group L,2025-03-17,2025-03-22,"",2024,ebsa,Amateur,12,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2206,Both,O,0,0,0,0,6
2250,European Championship - Group M,2025-03-17,2025-03-22,"",2024,ebsa,Amateur,13,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2206,Both,O,0,0,0,0,6
2251,European Championship - Group N,2025-03-17,2025-03-22,"",2024,ebsa,Amateur,14,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2206,Both,O,0,0,0,0,6
2252,European Championship - Group O,2025-03-17,2025-03-22,"",2024,ebsa,Amateur,15,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2206,Both,O,0,0,0,0,6
2253,European Championship - Group P,2025-03-17,2025-03-22,"",2024,ebsa,Amateur,16,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2206,Both,O,0,0,0,0,6
2254,European Championship - Group Q,2025-03-17,2025-03-22,"",2024,ebsa,Amateur,17,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2206,Both,O,0,0,0,0,6
2255,European Championship - Group R,2025-03-17,2025-03-22,"",2024,ebsa,Amateur,18,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2206,Both,O,0,0,0,0,6
2256,European Championship - Group S,2025-03-17,2025-03-22,"",2024,ebsa,Amateur,19,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2206,Both,O,0,0,0,0,6
2257,European Championship - Group T,2025-03-17,2025-03-22,"",2024,ebsa,Amateur,20,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2206,Both,O,0,0,0,0,6
2258,European Championship - Group U,2025-03-17,2025-03-22,"",2024,ebsa,Amateur,21,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2206,Both,O,0,0,0,0,6
2259,European Championship - Group V,2025-03-17,2025-03-22,"",2024,ebsa,Amateur,22,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2206,Both,O,0,0,0,0,6
2260,European Championship - Group W,2025-03-17,2025-03-22,"",2024,ebsa,Amateur,23,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2206,Both,O,0,0,0,0,6
2261,European Championship - Group X,2025-03-17,2025-03-22,"",2024,ebsa,Amateur,24,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2206,Both,O,0,0,0,0,6
2262,European Championship - Group Y,2025-03-17,2025-03-22,"",2024,ebsa,Amateur,25,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2206,Both,O,0,0,0,0,6
2263,European Championship - Group Z,2025-03-17,2025-03-22,"",2024,ebsa,Amateur,26,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2206,Both,O,0,0,0,0,6
2264,European Championship - Group AB,2025-03-17,2025-03-22,"",2024,ebsa,Amateur,28,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2206,Both,O,0,0,0,0,6
2265,European Championship - Group AA,2025-03-17,2025-03-22,"",2024,ebsa,Amateur,27,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2206,Both,O,0,0,0,0,6
2266,European Championship - Group AC,2025-03-17,2025-03-22,"",2024,ebsa,Amateur,29,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2206,Both,O,0,0,0,0,6
2267,European Championship - Group AD,2025-03-17,2025-03-22,"",2024,ebsa,Amateur,30,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2206,Both,O,0,0,0,0,6
2268,European Championship - Group AE,2025-03-17,2025-03-22,"",2024,ebsa,Amateur,31,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2206,Both,O,0,0,0,0,6
2269,European Championship - Group AF,2025-03-17,2025-03-22,"",2024,ebsa,Amateur,32,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2206,Both,O,0,0,0,0,6
2270,European Championship - Group AG,2025-03-17,2025-03-22,"",2024,ebsa,Amateur,33,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2206,Both,O,0,0,0,0,6
2271,European Championship - Group AH,2025-03-17,2025-03-22,"",2024,ebsa,Amateur,34,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2206,Both,O,0,0,0,0,6
2272,European Championship - Group AI,2025-03-17,2025-03-22,"",2024,ebsa,Amateur,35,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2206,Both,O,0,0,0,0,6
2273,European Championship - Group AJ,2025-03-17,2025-03-22,"",2024,ebsa,Amateur,36,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2206,Both,O,0,0,0,0,6
2274,European Championship - Group AK,2025-03-17,2025-03-22,"",2024,ebsa,Amateur,37,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2206,Both,O,0,0,0,0,6
2275,European Championship - Group AL,2025-03-17,2025-03-22,"",2024,ebsa,Amateur,38,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2206,Both,O,0,0,0,0,6
2276,European Championship - Group AM,2025-03-17,2025-03-22,"",2024,ebsa,Amateur,39,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2206,Both,O,0,0,0,0,6
2277,European Championship - Group AN,2025-03-17,2025-03-22,"",2024,ebsa,Amateur,40,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2206,Both,O,0,0,0,0,6
2278,European Championship - Group AO,2025-03-17,2025-03-22,"",2024,ebsa,Amateur,41,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2206,Both,O,0,0,0,0,6
2279,European Championship - Group AP,2025-03-17,2025-03-22,"",2024,ebsa,Amateur,42,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2206,Both,O,0,0,0,0,6
2280,European Championship - Group AQ,2025-03-17,2025-03-22,"",2024,ebsa,Amateur,43,Pine Beach Belek Hotel,Antalya,Turkey,snooker,2206,Both,O,0,0,0,0,6
1848,Players Championship,2025-03-17,2025-03-23,Sportsbet.io,2024,main,Ranking,0,Telford International Centre,Telford,England,snooker,1848,Both,O,0,16,0,0,15
2281,British Women's Open Group A,2025-03-28,2025-03-29,"",2024,women,Ranking,1,Landywood Snooker Club,Walsall,England,snooker,2102,Women,O,0,0,0,0,6
2291,British Women's Open Group B,2025-03-28,2025-03-29,"",2024,women,Ranking,2,Landywood Snooker Club,Walsall,England,snooker,2102,Women,O,0,0,0,0,6
2292,British Women's Open Group C,2025-03-28,2025-03-29,"",2024,women,Ranking,3,Landywood Snooker Club,Walsall,England,snooker,2102,Women,O,0,0,0,0,6
2293,British Women's Open Group D,2025-03-28,2025-03-29,"",2024,women,Ranking,4,Landywood Snooker Club,Walsall,England,snooker,2102,Women,O,0,0,0,0,6
2294,British Women's Open Group E,2025-03-28,2025-03-29,"",2024,women,Ranking,5,Landywood Snooker Club,Walsall,England,snooker,2102,Women,O,0,0,0,0,6
2295,British Women's Open Group F,2025-03-28,2025-03-29,"",2024,women,Ranking,6,Landywood Snooker Club,Walsall,England,snooker,2102,Women,O,0,0,0,0,6
2296,British Women's Open Group G,2025-03-28,2025-03-29,"",2024,women,Ranking,7,Landywood Snooker Club,Walsall,England,snooker,2102,Women,O,0,0,0,0,6
2102,British Women's Open,2025-03-28,2025-03-30,Landywood,2024,women,Ranking,0,Landywood Snooker Club,Walsall,England,snooker,2102,Women,O,0,32,0,0,17
2298,Asia Pacific Open Snooker Championship - Group A,2025-03-31,2025-04-01,"",2024,other,Amateur,1,Commercial Club Albury,Albury,Australia,snooker,2297,Both,O,0,0,0,0,10
2299,Asia Pacific Open Snooker Championship - Group B,2025-03-31,2025-04-01,"",2024,other,Amateur,2,Commercial Club Albury,Albury,Australia,snooker,2297,Both,O,0,0,0,0,10
2300,Asia Pacific Open Snooker Championship - Group C,2025-03-31,2025-04-01,"",2024,other,Amateur,3,Commercial Club Albury,Albury,Australia,snooker,2297,Both,O,0,0,0,0,10
2301,Asia Pacific Open Snooker Championship - Group D,2025-03-31,2025-04-01,"",2024,other,Amateur,4,Commercial Club Albury,Albury,Australia,snooker,2297,Both,O,0,0,0,0,10
2302,Asia Pacific Open Snooker Championship - Group E,2025-03-31,2025-04-01,"",2024,other,Amateur,5,Commercial Club Albury,Albury,Australia,snooker,2297,Both,O,0,0,0,0,10
2303,Asia Pacific Open Snooker Championship - Group F,2025-03-31,2025-04-01,"",2024,other,Amateur,6,Commercial Club Albury,Albury,Australia,snooker,2297,Both,O,0,0,0,0,10
2304,Asia Pacific Open Snooker Championship - Group G,2025-03-31,2025-04-01,"",2024,other,Amateur,7,Commercial Club Albury,Albury,Australia,snooker,2297,Both,O,0,0,0,0,10
2305,Asia Pacific Open Snooker Championship - Group H,2025-03-31,2025-04-01,"",2024,other,Amateur,8,Commercial Club Albury,Albury,Australia,snooker,2297,Both,O,0,0,0,0,10
2306,Asia Pacific Open Snooker Championship - Group J,2025-03-31,2025-04-01,"",2024,other,Amateur,9,Commercial Club Albury,Albury,Australia,snooker,2297,Both,O,0,0,0,0,10
2307,Asia Pacific Open Snooker Championship - Group K,2025-03-31,2025-04-01,"",2024,other,Amateur,10,Commercial Club Albury,Albury,Australia,snooker,2297,Both,O,0,0,0,0,10
2308,Asia Pacific Open Snooker Championship - Group L,2025-03-31,2025-04-01,"",2024,other,Amateur,11,Commercial Club Albury,Albury,Australia,snooker,2297,Both,O,0,0,0,0,6
2309,Asia Pacific Open Snooker Championship - Group M,2025-03-31,2025-04-01,"",2024,other,Amateur,12,Commercial Club Albury,Albury,Australia,snooker,2297,Both,O,0,0,0,0,6
2297,Asia Pacific Open Snooker Championship,2025-03-31,2025-04-03,"",2024,other,Amateur,0,Commercial Club Albury,Albury,Australia,snooker,2297,Both,O,0,58,0,0,35
1946,Tour Championship,2025-03-31,2025-04-06,Sportsbet.io,2024,main,Ranking,0,Manchester Central,Manchester,England,snooker,1946,Both,O,0,12,0,0,11
2042,World Championship Qualifiers,2025-04-07,2025-04-16,"",2024,main,Qualifying,0,English Institute of Sport,Sheffield,England,snooker,1942,Both,O,0,0,0,0,112
1942,World Championship,2025-04-19,2025-05-05,Halo,2024,main,Ranking,0,Crucible Theatre,Sheffield,England,snooker,1942,Both,O,0,144,0,0,31
2288,World Seniors Championship,2025-05-07,2025-05-11,JENNINGSbet,2024,seniors,Ranking,0,Crucible Theatre,Sheffield,England,snooker,2288,Both,S,0,16,0,0,15
2282,Qualifying School 1 - Asia & Oceania ,2025-05-13,2025-05-18,"",2024,main,Qualifying School,1,"",Bangkok,Thailand,snooker,2282,Both,O,0,86,0,0,84
2050,Helsinki International Snooker Cup,2025-05-17,2025-05-18,Taom,2024,other,Invitational,0,Kulttuuritalo,Helsinki,Finland,snooker,2050,Both,O,0,8,0,0,7
2283,Qualifying School 2 - Asia & Oceania ,2025-05-19,2025-05-24,"",2024,main,Qualifying School,0,BSAT Academy,Bangkok,Thailand,snooker,2283,Both,O,0,86,0,0,84
2353,Women's World Championship Group A,2025-05-20,2025-05-23,"",2024,women,Ranking,1,Changping Gymnasium,Dongguan,China,snooker,2204,Women,O,0,0,0,0,10
2354,Women's World Championship Group B,2025-05-20,2025-05-23,"",2024,women,Ranking,2,Changping Gymnasium,Dongguan,China,snooker,2204,Women,O,0,0,0,0,10
2355,Women's World Championship Group C,2025-05-20,2025-05-23,"",2024,women,Ranking,3,Changping Gymnasium,Dongguan,China,snooker,2204,Women,O,0,0,0,0,10
2356,Women's World Championship Group D,2025-05-20,2025-05-23,"",2024,women,Ranking,4,Changping Gymnasium,Dongguan,China,snooker,2204,Women,O,0,0,0,0,6
2357,Women's World Championship Group E,2025-05-20,2025-05-23,"",2024,women,Ranking,5,Changping Gymnasium,Dongguan,China,snooker,2204,Women,O,0,0,0,0,10
2358,Women's World Championship Group F,2025-05-20,2025-05-23,"",2024,women,Ranking,6,Changping Gymnasium,Dongguan,China,snooker,2204,Women,O,0,0,0,0,6
2359,Women's World Championship Group G,2025-05-20,2025-05-23,"",2024,women,Ranking,7,Changping Gymnasium,Dongguan,China,snooker,2204,Women,O,0,0,0,0,10
2360,Women's World Championship Group H,2025-05-20,2025-05-23,"",2024,women,Ranking,8,Changping Gymnasium,Dongguan,China,snooker,2204,Women,O,0,0,0,0,10
2361,Women's World Championship Group I,2025-05-20,2025-05-23,"",2024,women,Ranking,9,Changping Gymnasium,Dongguan,China,snooker,2204,Women,O,0,0,0,0,10
2362,Women's World Championship Group J,2025-05-20,2025-05-23,"",2024,women,Ranking,10,Changping Gymnasium,Dongguan,China,snooker,2204,Women,O,0,0,0,0,10
2363,Women's World Championship Group K,2025-05-20,2025-05-23,"",2024,women,Ranking,11,Changping Gymnasium,Dongguan,China,snooker,2204,Women,O,0,0,0,0,10
2364,Women's World Championship Group L,2025-05-20,2025-05-23,"",2024,women,Ranking,12,Changping Gymnasium,Dongguan,China,snooker,2204,Women,O,0,0,0,0,6
2365,Women's World Championship Group M,2025-05-20,2025-05-23,"",2024,women,Ranking,13,Changping Gymnasium,Dongguan,China,snooker,2204,Women,O,0,0,0,0,10
2366,Women's World Championship Group N,2025-05-20,2025-05-23,"",2024,women,Ranking,14,Changping Gymnasium,Dongguan,China,snooker,2204,Women,O,0,0,0,0,10
2367,Women's World Championship Group O,2025-05-20,2025-05-23,"",2024,women,Ranking,15,Changping Gymnasium,Dongguan,China,snooker,2204,Women,O,0,0,0,0,10
2204,Women's World Championship,2025-05-20,2025-05-27,Nanjiang,2024,women,Ranking,0,Changping Gymnasium,Dongguan,China,snooker,2204,Women,O,0,72,0,0,31
2284,Q School 1,2025-05-21,2025-05-26,"",2024,main,Qualifying School,0,Mattioli Arena,Leicester,England,snooker,2284,Both,O,0,171,0,0,167
2285,Q School 2,2025-05-27,2025-06-01,"",2024,main,Qualifying School,0,Mattioli Arena,Leicester,England,snooker,2285,Both,O,0,171,0,0,167
