Date,Season,Country,League,Tier,CompetitionType,Home,Away,HomeScore,AwayScore,Score,Result,FixtureSource,ResultSource,DateSource,DateMatchMethod
2012-09-27,2012,Sweden,Allsvenskan,1,Domestic,Malmö FF,IFK Göteborg,1,2,1-2,A,wikipedia,wikipedia,football-data,
2012-09-28,2012,Sweden,Allsvenskan,1,Domestic,GAIS,Syrianska FC,1,4,1-4,A,wikipedia,wikipedia,football-data,
2012-09-30,2012,Sweden,Allsvenskan,1,Domestic,GIF Sundsvall,AIK,2,3,2-3,A,wikipedia,wikipedia,football-data,
2012-09-30,2012,Sweden,Allsvenskan,1,Domestic,Gefle IF,Kalmar FF,0,0,0-0,D,wikipedia,wikipedia,football-data,
2012-09-30,2012,Sweden,Allsvenskan,1,Domestic,Helsingborgs IF,Åtvidabergs FF,3,0,3-0,H,wikipedia,wikipedia,football-data,
2012-09-30,2012,Sweden,Allsvenskan,1,Domestic,IF Elfsborg,Örebro SK,1,0,1-0,H,wikipedia,wikipedia,football-data,
2012-10-01,2012,Sweden,Allsvenskan,1,Domestic,Djurgårdens IF,Mjällby AIF,0,1,0-1,A,wikipedia,wikipedia,football-data,
2012-10-01,2012,Sweden,Allsvenskan,1,Domestic,IFK Göteborg,BK Häcken,1,1,1-1,D,wikipedia,wikipedia,football-data,
2012-10-01,2012,Sweden,Allsvenskan,1,Domestic,IFK Norrköping,GAIS,7,2,7-2,H,wikipedia,wikipedia,football-data,
2012-10-01,2012,Sweden,Allsvenskan,1,Domestic,Syrianska FC,Malmö FF,0,2,0-2,A,wikipedia,wikipedia,football-data,
2012-10-05,2012,Sweden,Allsvenskan,1,Domestic,Malmö FF,IFK Norrköping,2,0,2-0,H,wikipedia,wikipedia,football-data,
2012-10-06,2012,Sweden,Allsvenskan,1,Domestic,BK Häcken,Syrianska FC,5,1,5-1,H,wikipedia,wikipedia,football-data,
2012-10-06,2012,Sweden,Allsvenskan,1,Domestic,Åtvidabergs FF,IFK Göteborg,1,2,1-2,A,wikipedia,wikipedia,football-data,
2012-10-07,2012,Sweden,Allsvenskan,1,Domestic,AIK,Gefle IF,0,1,0-1,A,wikipedia,wikipedia,football-data,
2012-10-07,2012,Sweden,Allsvenskan,1,Domestic,GAIS,IF Elfsborg,1,2,1-2,A,wikipedia,wikipedia,football-data,
2012-10-07,2012,Sweden,Allsvenskan,1,Domestic,Kalmar FF,Djurgårdens IF,2,2,2-2,D,wikipedia,wikipedia,football-data,
2012-10-07,2012,Sweden,Allsvenskan,1,Domestic,Mjällby AIF,Helsingborgs IF,0,2,0-2,A,wikipedia,wikipedia,football-data,
2012-10-07,2012,Sweden,Allsvenskan,1,Domestic,Örebro SK,GIF Sundsvall,2,2,2-2,D,wikipedia,wikipedia,football-data,
2012-10-20,2012,Sweden,Allsvenskan,1,Domestic,Gefle IF,Åtvidabergs FF,1,2,1-2,A,wikipedia,wikipedia,football-data,
2012-10-20,2012,Sweden,Allsvenskan,1,Domestic,Mjällby AIF,BK Häcken,1,2,1-2,A,wikipedia,wikipedia,football-data,
2012-10-21,2012,Sweden,Allsvenskan,1,Domestic,Helsingborgs IF,Örebro SK,1,1,1-1,D,wikipedia,wikipedia,football-data,
2012-10-21,2012,Sweden,Allsvenskan,1,Domestic,IFK Göteborg,AIK,0,1,0-1,A,wikipedia,wikipedia,football-data,
2012-10-21,2012,Sweden,Allsvenskan,1,Domestic,IFK Norrköping,IF Elfsborg,2,1,2-1,H,wikipedia,wikipedia,football-data,
2012-10-21,2012,Sweden,Allsvenskan,1,Domestic,Kalmar FF,Malmö FF,1,2,1-2,A,wikipedia,wikipedia,football-data,
2012-10-22,2012,Sweden,Allsvenskan,1,Domestic,Djurgårdens IF,GAIS,3,0,3-0,H,wikipedia,wikipedia,football-data,
2012-10-22,2012,Sweden,Allsvenskan,1,Domestic,Syrianska FC,GIF Sundsvall,1,1,1-1,D,wikipedia,wikipedia,football-data,
2012-10-26,2012,Sweden,Allsvenskan,1,Domestic,Malmö FF,Djurgårdens IF,3,1,3-1,H,wikipedia,wikipedia,football-data,
2012-10-27,2012,Sweden,Allsvenskan,1,Domestic,BK Häcken,Kalmar FF,1,2,1-2,A,wikipedia,wikipedia,football-data,
2012-10-28,2012,Sweden,Allsvenskan,1,Domestic,AIK,Syrianska FC,1,1,1-1,D,wikipedia,wikipedia,football-data,
2012-10-28,2012,Sweden,Allsvenskan,1,Domestic,GAIS,Helsingborgs IF,1,3,1-3,A,wikipedia,wikipedia,football-data,
2012-10-28,2012,Sweden,Allsvenskan,1,Domestic,GIF Sundsvall,IFK Norrköping,0,4,0-4,A,wikipedia,wikipedia,football-data,
2012-10-28,2012,Sweden,Allsvenskan,1,Domestic,Åtvidabergs FF,Mjällby AIF,0,0,0-0,D,wikipedia,wikipedia,football-data,
2012-10-28,2012,Sweden,Allsvenskan,1,Domestic,Örebro SK,IFK Göteborg,1,0,1-0,H,wikipedia,wikipedia,football-data,
2012-10-29,2012,Sweden,Allsvenskan,1,Domestic,IF Elfsborg,Gefle IF,2,0,2-0,H,wikipedia,wikipedia,football-data,
2012-10-31,2012,Sweden,Allsvenskan,1,Domestic,Djurgårdens IF,Syrianska FC,1,1,1-1,D,wikipedia,wikipedia,football-data,
2012-10-31,2012,Sweden,Allsvenskan,1,Domestic,Helsingborgs IF,IFK Göteborg,2,0,2-0,H,wikipedia,wikipedia,football-data,
2012-10-31,2012,Sweden,Allsvenskan,1,Domestic,Kalmar FF,IFK Norrköping,0,2,0-2,A,wikipedia,wikipedia,football-data,
2012-11-01,2012,Sweden,Allsvenskan,1,Domestic,BK Häcken,AIK,1,1,1-1,D,wikipedia,wikipedia,football-data,
2012-11-01,2012,Sweden,Allsvenskan,1,Domestic,GAIS,Gefle IF,2,3,2-3,A,wikipedia,wikipedia,football-data,
2012-11-01,2012,Sweden,Allsvenskan,1,Domestic,Malmö FF,Örebro SK,1,1,1-1,D,wikipedia,wikipedia,football-data,
2012-11-01,2012,Sweden,Allsvenskan,1,Domestic,Mjällby AIF,IF Elfsborg,2,3,2-3,A,wikipedia,wikipedia,football-data,
2012-11-01,2012,Sweden,Allsvenskan,1,Domestic,Åtvidabergs FF,GIF Sundsvall,2,2,2-2,D,wikipedia,wikipedia,football-data,
2012-11-04,2012,Sweden,Allsvenskan,1,Domestic,AIK,Malmö FF,2,0,2-0,H,wikipedia,wikipedia,football-data,
2012-11-04,2012,Sweden,Allsvenskan,1,Domestic,GIF Sundsvall,BK Häcken,1,2,1-2,A,wikipedia,wikipedia,football-data,
2012-11-04,2012,Sweden,Allsvenskan,1,Domestic,Gefle IF,Helsingborgs IF,2,2,2-2,D,wikipedia,wikipedia,football-data,
2012-11-04,2012,Sweden,Allsvenskan,1,Domestic,IF Elfsborg,Åtvidabergs FF,1,1,1-1,D,wikipedia,wikipedia,football-data,
2012-11-04,2012,Sweden,Allsvenskan,1,Domestic,IFK Göteborg,Djurgårdens IF,1,0,1-0,H,wikipedia,wikipedia,football-data,
2012-11-04,2012,Sweden,Allsvenskan,1,Domestic,IFK Norrköping,Mjällby AIF,2,1,2-1,H,wikipedia,wikipedia,football-data,
2012-11-04,2012,Sweden,Allsvenskan,1,Domestic,Syrianska FC,Kalmar FF,3,0,3-0,H,wikipedia,wikipedia,football-data,
2012-11-04,2012,Sweden,Allsvenskan,1,Domestic,Örebro SK,GAIS,4,0,4-0,H,wikipedia,wikipedia,football-data,
2013-03-31,2013,Sweden,Allsvenskan,1,Domestic,BK Häcken,IFK Göteborg,0,3,0-3,A,wikipedia,wikipedia,football-data,score
2013-03-31,2013,Sweden,Allsvenskan,1,Domestic,Helsingborgs IF,Djurgårdens IF,3,0,3-0,H,wikipedia,wikipedia,football-data,score
2013-03-31,2013,Sweden,Allsvenskan,1,Domestic,Syrianska FC,Kalmar FF,0,3,0-3,A,wikipedia,wikipedia,football-data,score
2013-04-01,2013,Sweden,Allsvenskan,1,Domestic,Gefle IF,Åtvidabergs FF,1,0,1-0,H,wikipedia,wikipedia,football-data,score
2013-04-01,2013,Sweden,Allsvenskan,1,Domestic,IF Brommapojkarna,Östers IF,2,2,2-2,D,wikipedia,wikipedia,football-data,score
2013-04-01,2013,Sweden,Allsvenskan,1,Domestic,IF Elfsborg,AIK,2,2,2-2,D,wikipedia,wikipedia,football-data,score
2013-04-01,2013,Sweden,Allsvenskan,1,Domestic,Malmö FF,Halmstads BK,1,1,1-1,D,wikipedia,wikipedia,football-data,score
2013-04-01,2013,Sweden,Allsvenskan,1,Domestic,Mjällby AIF,IFK Norrköping,1,2,1-2,A,wikipedia,wikipedia,football-data,score
2013-04-05,2013,Sweden,Allsvenskan,1,Domestic,Åtvidabergs FF,Malmö FF,1,3,1-3,A,wikipedia,wikipedia,football-data,score
2013-04-07,2013,Sweden,Allsvenskan,1,Domestic,AIK,Syrianska FC,0,0,0-0,D,wikipedia,wikipedia,football-data,score
2013-04-07,2013,Sweden,Allsvenskan,1,Domestic,Halmstads BK,IF Elfsborg,1,1,1-1,D,wikipedia,wikipedia,football-data,score
2013-04-07,2013,Sweden,Allsvenskan,1,Domestic,IFK Göteborg,IF Brommapojkarna,2,0,2-0,H,wikipedia,wikipedia,football-data,score
2013-04-07,2013,Sweden,Allsvenskan,1,Domestic,Kalmar FF,BK Häcken,0,0,0-0,D,wikipedia,wikipedia,football-data,score
2013-04-08,2013,Sweden,Allsvenskan,1,Domestic,Djurgårdens IF,Mjällby AIF,0,3,0-3,A,wikipedia,wikipedia,football-data,score
2013-04-08,2013,Sweden,Allsvenskan,1,Domestic,IFK Norrköping,Gefle IF,2,1,2-1,H,wikipedia,wikipedia,football-data,score
2013-04-08,2013,Sweden,Allsvenskan,1,Domestic,Östers IF,Helsingborgs IF,1,1,1-1,D,wikipedia,wikipedia,football-data,score
2013-04-12,2013,Sweden,Allsvenskan,1,Domestic,IF Brommapojkarna,IFK Norrköping,1,0,1-0,H,wikipedia,wikipedia,football-data,score
2013-04-13,2013,Sweden,Allsvenskan,1,Domestic,Syrianska FC,Östers IF,0,1,0-1,A,wikipedia,wikipedia,football-data,score
2013-04-14,2013,Sweden,Allsvenskan,1,Domestic,BK Häcken,Djurgårdens IF,4,0,4-0,H,wikipedia,wikipedia,football-data,score
2013-04-14,2013,Sweden,Allsvenskan,1,Domestic,Gefle IF,Halmstads BK,2,0,2-0,H,wikipedia,wikipedia,football-data,score
2013-04-14,2013,Sweden,Allsvenskan,1,Domestic,Malmö FF,Kalmar FF,1,0,1-0,H,wikipedia,wikipedia,football-data,score
2013-04-14,2013,Sweden,Allsvenskan,1,Domestic,Åtvidabergs FF,AIK,1,0,1-0,H,wikipedia,wikipedia,football-data,score
2013-04-15,2013,Sweden,Allsvenskan,1,Domestic,Helsingborgs IF,Mjällby AIF,1,2,1-2,A,wikipedia,wikipedia,football-data,score
2013-04-15,2013,Sweden,Allsvenskan,1,Domestic,IF Elfsborg,IFK Göteborg,0,0,0-0,D,wikipedia,wikipedia,football-data,score
2013-04-17,2013,Sweden,Allsvenskan,1,Domestic,AIK,Malmö FF,0,1,0-1,A,wikipedia,wikipedia,football-data,score
2013-04-17,2013,Sweden,Allsvenskan,1,Domestic,Halmstads BK,Åtvidabergs FF,0,0,0-0,D,wikipedia,wikipedia,football-data,score
2013-04-17,2013,Sweden,Allsvenskan,1,Domestic,Östers IF,BK Häcken,2,0,2-0,H,wikipedia,wikipedia,football-data,score
2013-04-18,2013,Sweden,Allsvenskan,1,Domestic,Djurgårdens IF,IF Brommapojkarna,1,1,1-1,D,wikipedia,wikipedia,football-data,score
2013-04-18,2013,Sweden,Allsvenskan,1,Domestic,IFK Göteborg,Syrianska FC,2,0,2-0,H,wikipedia,wikipedia,football-data,score
2013-04-18,2013,Sweden,Allsvenskan,1,Domestic,IFK Norrköping,Helsingborgs IF,1,4,1-4,A,wikipedia,wikipedia,football-data,score
2013-04-18,2013,Sweden,Allsvenskan,1,Domestic,Kalmar FF,IF Elfsborg,1,1,1-1,D,wikipedia,wikipedia,football-data,score
2013-04-18,2013,Sweden,Allsvenskan,1,Domestic,Mjällby AIF,Gefle IF,1,0,1-0,H,wikipedia,wikipedia,football-data,score
2013-04-21,2013,Sweden,Allsvenskan,1,Domestic,BK Häcken,Mjällby AIF,2,0,2-0,H,wikipedia,wikipedia,football-data,score
2013-04-21,2013,Sweden,Allsvenskan,1,Domestic,Halmstads BK,Kalmar FF,1,2,1-2,A,wikipedia,wikipedia,football-data,score
2013-04-21,2013,Sweden,Allsvenskan,1,Domestic,IF Brommapojkarna,Helsingborgs IF,0,2,0-2,A,wikipedia,wikipedia,football-data,score
2013-04-21,2013,Sweden,Allsvenskan,1,Domestic,Åtvidabergs FF,IFK Göteborg,1,2,1-2,A,wikipedia,wikipedia,football-data,score
2013-04-22,2013,Sweden,Allsvenskan,1,Domestic,Gefle IF,AIK,1,2,1-2,A,wikipedia,wikipedia,football-data,score
2013-04-22,2013,Sweden,Allsvenskan,1,Domestic,IF Elfsborg,Djurgårdens IF,2,0,2-0,H,wikipedia,wikipedia,football-data,score
2013-04-22,2013,Sweden,Allsvenskan,1,Domestic,Malmö FF,Östers IF,2,0,2-0,H,wikipedia,wikipedia,football-data,score
2013-04-22,2013,Sweden,Allsvenskan,1,Domestic,Syrianska FC,IFK Norrköping,3,1,3-1,H,wikipedia,wikipedia,football-data,score
2013-04-25,2013,Sweden,Allsvenskan,1,Domestic,IFK Göteborg,Malmö FF,1,1,1-1,D,wikipedia,wikipedia,football-data,score
2013-04-26,2013,Sweden,Allsvenskan,1,Domestic,IFK Norrköping,BK Häcken,4,2,4-2,H,wikipedia,wikipedia,football-data,score
2013-04-27,2013,Sweden,Allsvenskan,1,Domestic,Djurgårdens IF,Syrianska FC,0,1,0-1,A,wikipedia,wikipedia,football-data,score
2013-04-27,2013,Sweden,Allsvenskan,1,Domestic,Helsingborgs IF,Gefle IF,5,1,5-1,H,wikipedia,wikipedia,football-data,score
2013-04-27,2013,Sweden,Allsvenskan,1,Domestic,Kalmar FF,Åtvidabergs FF,0,0,0-0,D,wikipedia,wikipedia,football-data,score
2013-04-28,2013,Sweden,Allsvenskan,1,Domestic,AIK,Halmstads BK,3,3,3-3,D,wikipedia,wikipedia,football-data,score
2013-04-28,2013,Sweden,Allsvenskan,1,Domestic,Mjällby AIF,IF Brommapojkarna,4,2,4-2,H,wikipedia,wikipedia,football-data,score
2013-04-28,2013,Sweden,Allsvenskan,1,Domestic,Östers IF,IF Elfsborg,1,3,1-3,A,wikipedia,wikipedia,football-data,score
2013-05-03,2013,Sweden,Allsvenskan,1,Domestic,Malmö FF,IFK Norrköping,1,1,1-1,D,wikipedia,wikipedia,football-data,score
2013-05-04,2013,Sweden,Allsvenskan,1,Domestic,Åtvidabergs FF,Djurgårdens IF,5,1,5-1,H,wikipedia,wikipedia,football-data,score
2013-05-05,2013,Sweden,Allsvenskan,1,Domestic,Halmstads BK,Östers IF,1,0,1-0,H,wikipedia,wikipedia,football-data,score
2013-05-05,2013,Sweden,Allsvenskan,1,Domestic,IF Elfsborg,Mjällby AIF,2,1,2-1,H,wikipedia,wikipedia,football-data,score
2013-05-05,2013,Sweden,Allsvenskan,1,Domestic,Syrianska FC,Helsingborgs IF,0,1,0-1,A,wikipedia,wikipedia,football-data,score
2013-05-06,2013,Sweden,Allsvenskan,1,Domestic,AIK,IFK Göteborg,3,1,3-1,H,wikipedia,wikipedia,football-data,score
2013-05-06,2013,Sweden,Allsvenskan,1,Domestic,BK Häcken,IF Brommapojkarna,1,0,1-0,H,wikipedia,wikipedia,football-data,score
2013-05-06,2013,Sweden,Allsvenskan,1,Domestic,Gefle IF,Kalmar FF,1,1,1-1,D,wikipedia,wikipedia,football-data,score
2013-05-10,2013,Sweden,Allsvenskan,1,Domestic,IFK Norrköping,IF Elfsborg,1,2,1-2,A,wikipedia,wikipedia,football-data,score
2013-05-11,2013,Sweden,Allsvenskan,1,Domestic,IFK Göteborg,Halmstads BK,1,0,1-0,H,wikipedia,wikipedia,football-data,score
2013-05-12,2013,Sweden,Allsvenskan,1,Domestic,Djurgårdens IF,Malmö FF,3,2,3-2,H,wikipedia,wikipedia,football-data,score
2013-05-12,2013,Sweden,Allsvenskan,1,Domestic,Kalmar FF,AIK,2,1,2-1,H,wikipedia,wikipedia,football-data,score
2013-05-12,2013,Sweden,Allsvenskan,1,Domestic,Mjällby AIF,Syrianska FC,4,1,4-1,H,wikipedia,wikipedia,football-data,score
2013-05-13,2013,Sweden,Allsvenskan,1,Domestic,Helsingborgs IF,BK Häcken,5,0,5-0,H,wikipedia,wikipedia,football-data,score
2013-05-13,2013,Sweden,Allsvenskan,1,Domestic,IF Brommapojkarna,Gefle IF,4,1,4-1,H,wikipedia,wikipedia,football-data,score
2013-05-13,2013,Sweden,Allsvenskan,1,Domestic,Östers IF,Åtvidabergs FF,0,1,0-1,A,wikipedia,wikipedia,football-data,score
2013-05-17,2013,Sweden,Allsvenskan,1,Domestic,Mjällby AIF,Malmö FF,2,2,2-2,D,wikipedia,wikipedia,football-data,score
2013-05-18,2013,Sweden,Allsvenskan,1,Domestic,IF Brommapojkarna,Syrianska FC,1,1,1-1,D,wikipedia,wikipedia,football-data,score
2013-05-19,2013,Sweden,Allsvenskan,1,Domestic,BK Häcken,Gefle IF,2,2,2-2,D,wikipedia,wikipedia,football-data,score
2013-05-19,2013,Sweden,Allsvenskan,1,Domestic,Djurgårdens IF,Halmstads BK,1,0,1-0,H,wikipedia,wikipedia,football-data,score
2013-05-19,2013,Sweden,Allsvenskan,1,Domestic,IFK Göteborg,Kalmar FF,2,0,2-0,H,wikipedia,wikipedia,football-data,score
2013-05-19,2013,Sweden,Allsvenskan,1,Domestic,IFK Norrköping,Åtvidabergs FF,2,1,2-1,H,wikipedia,wikipedia,football-data,score
2013-05-19,2013,Sweden,Allsvenskan,1,Domestic,Östers IF,AIK,2,3,2-3,A,wikipedia,wikipedia,football-data,score
2013-05-20,2013,Sweden,Allsvenskan,1,Domestic,Helsingborgs IF,IF Elfsborg,2,1,2-1,H,wikipedia,wikipedia,football-data,score
2013-05-22,2013,Sweden,Allsvenskan,1,Domestic,AIK,Djurgårdens IF,1,1,1-1,D,wikipedia,wikipedia,football-data,score
2013-05-22,2013,Sweden,Allsvenskan,1,Domestic,Gefle IF,IFK Göteborg,1,1,1-1,D,wikipedia,wikipedia,football-data,score
2013-05-23,2013,Sweden,Allsvenskan,1,Domestic,Halmstads BK,IFK Norrköping,1,1,1-1,D,wikipedia,wikipedia,football-data,score
2013-05-23,2013,Sweden,Allsvenskan,1,Domestic,IF Elfsborg,IF Brommapojkarna,6,0,6-0,H,wikipedia,wikipedia,football-data,score
2013-05-23,2013,Sweden,Allsvenskan,1,Domestic,Kalmar FF,Östers IF,3,1,3-1,H,wikipedia,wikipedia,football-data,score
2013-05-23,2013,Sweden,Allsvenskan,1,Domestic,Syrianska FC,BK Häcken,0,3,0-3,A,wikipedia,wikipedia,football-data,score
2013-05-23,2013,Sweden,Allsvenskan,1,Domestic,Åtvidabergs FF,Mjällby AIF,3,0,3-0,H,wikipedia,wikipedia,football-data,score
2013-05-28,2013,Sweden,Allsvenskan,1,Domestic,Syrianska FC,Gefle IF,2,2,2-2,D,wikipedia,wikipedia,football-data,score
2013-05-29,2013,Sweden,Allsvenskan,1,Domestic,Malmö FF,Helsingborgs IF,1,1,1-1,D,wikipedia,wikipedia,football-data,score
2013-05-30,2013,Sweden,Allsvenskan,1,Domestic,Djurgårdens IF,Kalmar FF,1,0,1-0,H,wikipedia,wikipedia,football-data,score
2013-05-30,2013,Sweden,Allsvenskan,1,Domestic,IFK Norrköping,AIK,0,1,0-1,A,wikipedia,wikipedia,football-data,score
2013-05-31,2013,Sweden,Allsvenskan,1,Domestic,Östers IF,IFK Göteborg,2,0,2-0,H,wikipedia,wikipedia,football-data,score
2013-06-01,2013,Sweden,Allsvenskan,1,Domestic,BK Häcken,IF Elfsborg,0,1,0-1,A,wikipedia,wikipedia,football-data,score
2013-06-01,2013,Sweden,Allsvenskan,1,Domestic,Helsingborgs IF,Åtvidabergs FF,3,0,3-0,H,wikipedia,wikipedia,football-data,score
2013-06-01,2013,Sweden,Allsvenskan,1,Domestic,IF Brommapojkarna,Malmö FF,1,3,1-3,A,wikipedia,wikipedia,football-data,score
2013-06-01,2013,Sweden,Allsvenskan,1,Domestic,Mjällby AIF,Halmstads BK,5,1,5-1,H,wikipedia,wikipedia,football-data,score
2013-06-15,2013,Sweden,Allsvenskan,1,Domestic,Gefle IF,Östers IF,0,0,0-0,D,wikipedia,wikipedia,football-data,score
2013-06-17,2013,Sweden,Allsvenskan,1,Domestic,IFK Göteborg,Djurgårdens IF,0,0,0-0,D,wikipedia,wikipedia,football-data,score
2013-06-17,2013,Sweden,Allsvenskan,1,Domestic,Kalmar FF,IFK Norrköping,2,2,2-2,D,wikipedia,wikipedia,football-data,score
2013-06-19,2013,Sweden,Allsvenskan,1,Domestic,BK Häcken,Åtvidabergs FF,0,2,0-2,A,wikipedia,wikipedia,football-data,score
2013-06-19,2013,Sweden,Allsvenskan,1,Domestic,IF Brommapojkarna,Halmstads BK,1,1,1-1,D,wikipedia,wikipedia,football-data,score
2013-06-19,2013,Sweden,Allsvenskan,1,Domestic,IF Elfsborg,Gefle IF,0,0,0-0,D,wikipedia,wikipedia,football-data,score
2013-06-20,2013,Sweden,Allsvenskan,1,Domestic,IFK Norrköping,IFK Göteborg,1,2,1-2,A,wikipedia,wikipedia,football-data,score
2013-06-20,2013,Sweden,Allsvenskan,1,Domestic,Mjällby AIF,Kalmar FF,0,2,0-2,A,wikipedia,wikipedia,football-data,score
2013-06-20,2013,Sweden,Allsvenskan,1,Domestic,Syrianska FC,Malmö FF,2,3,2-3,A,wikipedia,wikipedia,football-data,score
2013-06-23,2013,Sweden,Allsvenskan,1,Domestic,Halmstads BK,BK Häcken,0,2,0-2,A,wikipedia,wikipedia,football-data,score
2013-06-23,2013,Sweden,Allsvenskan,1,Domestic,Kalmar FF,Helsingborgs IF,1,1,1-1,D,wikipedia,wikipedia,football-data,score
2013-06-23,2013,Sweden,Allsvenskan,1,Domestic,Åtvidabergs FF,Syrianska FC,1,0,1-0,H,wikipedia,wikipedia,football-data,score
2013-06-24,2013,Sweden,Allsvenskan,1,Domestic,AIK,IF Brommapojkarna,4,0,4-0,H,wikipedia,wikipedia,football-data,score
2013-06-24,2013,Sweden,Allsvenskan,1,Domestic,Gefle IF,Djurgårdens IF,1,1,1-1,D,wikipedia,wikipedia,football-data,score
2013-06-24,2013,Sweden,Allsvenskan,1,Domestic,IFK Göteborg,Mjällby AIF,4,2,4-2,H,wikipedia,wikipedia,football-data,score
2013-06-24,2013,Sweden,Allsvenskan,1,Domestic,Malmö FF,IF Elfsborg,2,1,2-1,H,wikipedia,wikipedia,football-data,score
2013-06-24,2013,Sweden,Allsvenskan,1,Domestic,Östers IF,IFK Norrköping,0,2,0-2,A,wikipedia,wikipedia,football-data,score
2013-06-27,2013,Sweden,Allsvenskan,1,Domestic,Helsingborgs IF,AIK,1,2,1-2,A,wikipedia,wikipedia,football-data,score
2013-06-27,2013,Sweden,Allsvenskan,1,Domestic,Malmö FF,BK Häcken,1,3,1-3,A,wikipedia,wikipedia,football-data,score
2013-06-30,2013,Sweden,Allsvenskan,1,Domestic,Djurgårdens IF,Östers IF,2,0,2-0,H,wikipedia,wikipedia,football-data,score
2013-06-30,2013,Sweden,Allsvenskan,1,Domestic,IF Elfsborg,Syrianska FC,5,1,5-1,H,wikipedia,wikipedia,football-data,score
2013-07-01,2013,Sweden,Allsvenskan,1,Domestic,AIK,Mjällby AIF,0,0,0-0,D,wikipedia,wikipedia,football-data,score
2013-07-01,2013,Sweden,Allsvenskan,1,Domestic,Åtvidabergs FF,IF Brommapojkarna,4,1,4-1,H,wikipedia,wikipedia,football-data,score
2013-07-06,2013,Sweden,Allsvenskan,1,Domestic,IF Brommapojkarna,Kalmar FF,0,1,0-1,A,wikipedia,wikipedia,football-data,score
2013-07-06,2013,Sweden,Allsvenskan,1,Domestic,IF Elfsborg,Åtvidabergs FF,0,1,0-1,A,wikipedia,wikipedia,football-data,score
2013-07-06,2013,Sweden,Allsvenskan,1,Domestic,Mjällby AIF,Östers IF,1,1,1-1,D,wikipedia,wikipedia,football-data,score
2013-07-07,2013,Sweden,Allsvenskan,1,Domestic,AIK,BK Häcken,2,0,2-0,H,wikipedia,wikipedia,football-data,score
2013-07-07,2013,Sweden,Allsvenskan,1,Domestic,Malmö FF,Gefle IF,3,1,3-1,H,wikipedia,wikipedia,football-data,score
2013-07-07,2013,Sweden,Allsvenskan,1,Domestic,Syrianska FC,Halmstads BK,1,2,1-2,A,wikipedia,wikipedia,football-data,score
2013-07-08,2013,Sweden,Allsvenskan,1,Domestic,Helsingborgs IF,IFK Göteborg,1,1,1-1,D,wikipedia,wikipedia,football-data,score
2013-07-13,2013,Sweden,Allsvenskan,1,Domestic,BK Häcken,Kalmar FF,0,1,0-1,A,wikipedia,wikipedia,football-data,score
2013-07-13,2013,Sweden,Allsvenskan,1,Domestic,IF Brommapojkarna,IFK Göteborg,2,1,2-1,H,wikipedia,wikipedia,football-data,score
2013-07-13,2013,Sweden,Allsvenskan,1,Domestic,IF Elfsborg,Halmstads BK,2,2,2-2,D,wikipedia,wikipedia,football-data,score
2013-07-14,2013,Sweden,Allsvenskan,1,Domestic,Gefle IF,IFK Norrköping,2,2,2-2,D,wikipedia,wikipedia,football-data,score
2013-07-14,2013,Sweden,Allsvenskan,1,Domestic,Malmö FF,Åtvidabergs FF,4,0,4-0,H,wikipedia,wikipedia,football-data,score
2013-07-14,2013,Sweden,Allsvenskan,1,Domestic,Mjällby AIF,Djurgårdens IF,2,0,2-0,H,wikipedia,wikipedia,football-data,score
2013-07-14,2013,Sweden,Allsvenskan,1,Domestic,Syrianska FC,AIK,1,2,1-2,A,wikipedia,wikipedia,football-data,score
2013-07-15,2013,Sweden,Allsvenskan,1,Domestic,Helsingborgs IF,Östers IF,3,0,3-0,H,wikipedia,wikipedia,football-data,score
2013-07-21,2013,Sweden,Allsvenskan,1,Domestic,Djurgårdens IF,IFK Norrköping,1,2,1-2,A,wikipedia,wikipedia,football-data,score
2013-07-22,2013,Sweden,Allsvenskan,1,Domestic,BK Häcken,AIK,2,3,2-3,A,wikipedia,wikipedia,football-data,score
2013-07-24,2013,Sweden,Allsvenskan,1,Domestic,Halmstads BK,Helsingborgs IF,0,1,0-1,A,wikipedia,wikipedia,football-data,score
2013-07-27,2013,Sweden,Allsvenskan,1,Domestic,Kalmar FF,IF Brommapojkarna,2,2,2-2,D,wikipedia,wikipedia,football-data,score
2013-07-27,2013,Sweden,Allsvenskan,1,Domestic,Åtvidabergs FF,IF Elfsborg,1,1,1-1,D,wikipedia,wikipedia,football-data,score
2013-07-27,2013,Sweden,Allsvenskan,1,Domestic,Östers IF,Mjällby AIF,1,1,1-1,D,wikipedia,wikipedia,football-data,score
2013-07-28,2013,Sweden,Allsvenskan,1,Domestic,Gefle IF,Malmö FF,2,0,2-0,H,wikipedia,wikipedia,football-data,score
2013-07-28,2013,Sweden,Allsvenskan,1,Domestic,IFK Göteborg,Helsingborgs IF,2,4,2-4,A,wikipedia,wikipedia,football-data,score
2013-07-29,2013,Sweden,Allsvenskan,1,Domestic,Halmstads BK,Syrianska FC,1,1,1-1,D,wikipedia,wikipedia,football-data,score
2013-08-03,2013,Sweden,Allsvenskan,1,Domestic,AIK,IF Elfsborg,2,1,2-1,H,wikipedia,wikipedia,football-data,score
2013-08-03,2013,Sweden,Allsvenskan,1,Domestic,Kalmar FF,Syrianska FC,1,0,1-0,H,wikipedia,wikipedia,football-data,score
