date,Date,black_id,white_id,WinnerID,black_goratings_id,white_goratings_id,BlackID,WhiteID,black_name,white_name,Black,White,result_code,ResultCode,result,black_rating,white_rating,BlackRating,WhiteRating,Event,source,tournament,kifu_urls,profile_urls,observation_count,perspective_count,occurrence,SameSignatureSequence,GameKey
2026-01-25,2026-01-25,1155,1436,1155,1155,1436,1155,1436,Mi Yuting,Jiang Qirun,Mi Yuting,Jiang Qirun,B,B,Black,3593,3472,3593,3472,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026010000102934 | https://www.go4go.net/go/games/sgfview/125593,https://www.goratings.org/en/players/1155.html | https://www.goratings.org/en/players/1436.html,2,2,1,1,2026-01-25|1155|1436|B|1
2026-01-25,2026-01-25,1175,2279,1175,1175,2279,1175,2279,Li Xuanhao,Ye Changxin,Li Xuanhao,Ye Changxin,B,B,Black,3588,3388,3588,3388,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026010000102941 | https://www.go4go.net/go/games/sgfview/125577,https://www.goratings.org/en/players/1175.html | https://www.goratings.org/en/players/2279.html,2,2,1,1,2026-01-25|1175|2279|B|1
2026-01-25,2026-01-25,1210,340,1210,1210,340,1210,340,Ahn Kukhyun,Hong Seongji,Ahn Kukhyun,Hong Seongji,B,B,Black,3376,3481,3376,3481,GoRatings,GoRatings,GoRatings,https://www.cyberoro.com/gibo_new/giboviewer/giboviewer.asp?wh=kiwon&gibo=https://open.cyberoro.com/gibo/202601/1242.sgf&gibonum=50294&bimg=AnKukH.jpg&wimg=HongSungJ.jpg | https://www.go4go.net/go/games/sgfview/125597,https://www.goratings.org/en/players/1210.html | https://www.goratings.org/en/players/340.html,2,2,1,1,2026-01-25|1210|340|B|1
2026-01-25,2026-01-25,1232,995,995,1232,995,1232,995,Huang Yunsong,Tan Xiao,Huang Yunsong,Tan Xiao,W,W,White,3563,3585,3563,3585,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026010000102951 | https://www.go4go.net/go/games/sgfview/125594,https://www.goratings.org/en/players/1232.html | https://www.goratings.org/en/players/995.html,2,2,1,1,2026-01-25|1232|995|W|1
2026-01-25,2026-01-25,1250,1292,1292,1250,1292,1250,1292,Tong Mengcheng,Chen Xian,Tong Mengcheng,Chen Xian,W,W,White,3504,3510,3504,3510,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026010000102955 | https://www.go4go.net/go/games/sgfview/125592,https://www.goratings.org/en/players/1250.html | https://www.goratings.org/en/players/1292.html,2,2,1,1,2026-01-25|1250|1292|W|1
2026-01-25,2026-01-25,1253,1599,1253,1253,1599,1253,1599,Gu Zihao,Xue Guanhua,Gu Zihao,Xue Guanhua,B,B,Black,3647,3480,3647,3480,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026010000102933 | https://www.go4go.net/go/games/sgfview/125574,https://www.goratings.org/en/players/1253.html | https://www.goratings.org/en/players/1599.html,2,2,1,1,2026-01-25|1253|1599|B|1
2026-01-25,2026-01-25,1276,1494,1276,1276,1494,1276,1494,Xie Erhao,Yi Lingtao,Xie Erhao,Yi Lingtao,B,B,Black,3552,3487,3552,3487,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026010000102943 | https://www.go4go.net/go/games/sgfview/125584,https://www.goratings.org/en/players/1276.html | https://www.goratings.org/en/players/1494.html,2,2,1,1,2026-01-25|1276|1494|B|1
2026-01-25,2026-01-25,1283,964,1283,1283,964,1283,964,Yang Kaiwen,Jiang Weijie,Yang Kaiwen,Jiang Weijie,B,B,Black,3628,3568,3628,3568,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026010000102954 | https://www.go4go.net/go/games/sgfview/125572,https://www.goratings.org/en/players/1283.html | https://www.goratings.org/en/players/964.html,2,2,1,1,2026-01-25|1283|964|B|1
2026-01-25,2026-01-25,1284,1423,1423,1284,1423,1284,1423,Rong Yi,Li Weiqing,Rong Yi,Li Weiqing,W,W,White,3482,3698,3482,3698,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026010000102942 | https://www.go4go.net/go/games/sgfview/125564,https://www.goratings.org/en/players/1284.html | https://www.goratings.org/en/players/1423.html,2,2,1,1,2026-01-25|1284|1423|W|1
2026-01-25,2026-01-25,1312,2205,2205,1312,2205,1312,2205,Xia Chenkun,Fu Jianheng,Xia Chenkun,Fu Jianheng,W,W,White,3498,3398,3498,3398,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026010000102938 | https://www.go4go.net/go/games/sgfview/125578,https://www.goratings.org/en/players/1312.html | https://www.goratings.org/en/players/2205.html,2,2,1,1,2026-01-25|1312|2205|W|1
2026-01-25,2026-01-25,1313,1364,1313,1313,1364,1313,1364,Shin Jinseo,Kim Myounghoon,Shin Jinseo,Kim Myounghoon,B,B,Black,3873,3544,3873,3544,GoRatings,GoRatings,GoRatings,https://www.cyberoro.com/gibo_new/giboviewer/giboviewer.asp?wh=kiwon&gibo=https://open.cyberoro.com/gibo/202601/1241.sgf&gibonum=50295&bimg=SinJinS.jpg&wimg=KimMyungH.jpg | https://www.go4go.net/go/games/sgfview/125596,https://www.goratings.org/en/players/1313.html | https://www.goratings.org/en/players/1364.html,2,2,1,1,2026-01-25|1313|1364|B|1
2026-01-25,2026-01-25,1335,2165,2165,1335,2165,1335,2165,Liu Zhaozhe,Li Xinchen,Liu Zhaozhe,Li Xinchen,W,W,White,3337,3292,3337,3292,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026010000102930 | https://www.go4go.net/go/games/sgfview/125590,https://www.goratings.org/en/players/2165.html,1,1,1,1,2026-01-25|1335|2165|W|1
2026-01-25,2026-01-25,1399,1363,1399,1399,1363,1399,1363,Xu Jiayang,Zhao Chenyu,Xu Jiayang,Zhao Chenyu,B,B,Black,3735,3642,3735,3642,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026010000102961 | https://www.go4go.net/go/games/sgfview/125595,https://www.goratings.org/en/players/1363.html | https://www.goratings.org/en/players/1399.html,2,2,1,1,2026-01-25|1399|1363|B|1
2026-01-25,2026-01-25,1426,1282,1282,1426,1282,1426,1282,Chen Zhengxun,Li Qincheng,Chen Zhengxun,Li Qincheng,W,W,White,3423,3678,3423,3678,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026010000102931 | https://www.go4go.net/go/games/sgfview/125581,https://www.goratings.org/en/players/1282.html | https://www.goratings.org/en/players/1426.html,2,2,1,1,2026-01-25|1426|1282|W|1
2026-01-25,2026-01-25,1434,1705,1434,1434,1705,1434,1705,Huang Jingyuan,Chen Haoxin,Huang Jingyuan,Chen Haoxin,B,B,Black,3369,3389,3369,3389,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026010000102937 | https://www.go4go.net/go/games/sgfview/125588,https://www.goratings.org/en/players/1434.html | https://www.goratings.org/en/players/1705.html,2,2,1,1,2026-01-25|1434|1705|B|1
2026-01-25,2026-01-25,1435,2043,1435,1435,2043,1435,2043,He Yuhan,Hu Zihao,He Yuhan,Hu Zihao,B,B,Black,3407,3372,3407,3372,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026010000102945 | https://www.go4go.net/go/games/sgfview/125576,https://www.goratings.org/en/players/1435.html | https://www.goratings.org/en/players/2043.html,2,2,1,1,2026-01-25|1435|2043|B|1
2026-01-25,2026-01-25,1504,1275,1504,1504,1275,1504,1275,Chen Zijian,Fan Yin,Chen Zijian,Fan Yin,B,B,Black,3521,3588,3521,3588,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026010000102946 | https://www.go4go.net/go/games/sgfview/125573,https://www.goratings.org/en/players/1275.html | https://www.goratings.org/en/players/1504.html,2,2,1,1,2026-01-25|1504|1275|B|1
2026-01-25,2026-01-25,1507,1595,1595,1507,1595,1507,1595,Xie Ke,Wang Shiyi,Xie Ke,Wang Shiyi,W,W,White,3610,3505,3610,3505,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026010000102959 | https://www.go4go.net/go/games/sgfview/125582,https://www.goratings.org/en/players/1507.html | https://www.goratings.org/en/players/1595.html,2,2,1,1,2026-01-25|1507|1595|W|1
2026-01-25,2026-01-25,1582,1882,1582,1582,1882,1582,1882,Liu Yuhang,Li Zerui,Liu Yuhang,Li Zerui,B,B,Black,3571,3430,3571,3430,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026010000102949 | https://www.go4go.net/go/games/sgfview/125569,https://www.goratings.org/en/players/1582.html | https://www.goratings.org/en/players/1882.html,2,2,1,1,2026-01-25|1582|1882|B|1
2026-01-25,2026-01-25,1692,1427,1692,1692,1427,1692,1427,Xu Haohong,Liao Yuanhe,Xu Haohong,Liao Yuanhe,B,B,Black,3527,3591,3527,3591,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026010000102935 | https://www.go4go.net/go/games/sgfview/125585,https://www.goratings.org/en/players/1427.html | https://www.goratings.org/en/players/1692.html,2,2,1,1,2026-01-25|1692|1427|B|1
2026-01-25,2026-01-25,1742,1620,1620,1742,1620,1742,1620,Choi Kyeongho,Park Hamin,Choi Kyeongho,Park Hamin,W,W,White,3266,3425,3266,3425,GoRatings,GoRatings,GoRatings,https://www.cyberoro.com/gibo_new/giboviewer/giboviewer.asp?wh=kiwon&gibo=https://open.cyberoro.com/gibo/202601/1245.sgf&gibonum=50297&bimg=ChoiGuangH.jpg&wimg=ParkHaM.jpg | https://www.go4go.net/go/games/sgfview/125600,https://www.goratings.org/en/players/1620.html,1,1,1,1,2026-01-25|1742|1620|W|1
2026-01-25,2026-01-25,1779,1194,1779,1779,1194,1779,1194,Tu Xiaoyu,Fan Tingyu,Tu Xiaoyu,Fan Tingyu,B,B,Black,3653,3598,3653,3598,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026010000102953 | https://www.go4go.net/go/games/sgfview/125587,https://www.goratings.org/en/players/1194.html | https://www.goratings.org/en/players/1779.html,2,2,1,1,2026-01-25|1779|1194|B|1
2026-01-25,2026-01-25,1802,993,993,1802,993,1802,993,Chen Yichun,Peng Liyao,Chen Yichun,Peng Liyao,W,W,White,3372,3513,3372,3513,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026010000102957 | https://www.go4go.net/go/games/sgfview/125575,https://www.goratings.org/en/players/1802.html | https://www.goratings.org/en/players/993.html,2,2,1,1,2026-01-25|1802|993|W|1
2026-01-25,2026-01-25,1850,1596,1596,1850,1596,1850,1596,Huang Mingyu,Shen Peiran,Huang Mingyu,Shen Peiran,W,W,White,3456,3485,3456,3485,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026010000102950 | https://www.go4go.net/go/games/sgfview/125567,https://www.goratings.org/en/players/1596.html | https://www.goratings.org/en/players/1850.html,2,2,1,1,2026-01-25|1850|1596|W|1
2026-01-25,2026-01-25,1864,1333,1333,1864,1333,1864,1333,Tang Jiawen,Huang Xin,Tang Jiawen,Huang Xin,W,W,White,3288,3353,3288,3353,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026010000102948 | https://www.go4go.net/go/games/sgfview/125591,https://www.goratings.org/en/players/1864.html,1,1,1,1,2026-01-25|1864|1333|W|1
2026-01-25,2026-01-25,1875,1765,1765,1875,1765,1875,1765,Lee Jaesung,Park Sangjin,Lee Jaesung,Park Sangjin,W,W,White,3371,3456,3371,3456,GoRatings,GoRatings,GoRatings,https://www.cyberoro.com/gibo_new/giboviewer/giboviewer.asp?wh=kiwon&gibo=https://open.cyberoro.com/gibo/202601/1243.sgf&gibonum=50296&bimg=LiJeSung.jpg&wimg=ParkSangJ.jpg | https://www.go4go.net/go/games/sgfview/125598,https://www.goratings.org/en/players/1875.html,1,1,1,1,2026-01-25|1875|1765|W|1
2026-01-25,2026-01-25,2033,1391,1391,2033,1391,2033,1391,Zheng Zaixiang,Wang Zejin,Zheng Zaixiang,Wang Zejin,W,W,White,3373,3440,3373,3440,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026010000102960 | https://www.go4go.net/go/games/sgfview/125589,https://www.goratings.org/en/players/1391.html | https://www.goratings.org/en/players/2033.html,2,2,1,1,2026-01-25|2033|1391|W|1
2026-01-25,2026-01-25,2038,1193,1193,2038,1193,2038,1193,Li Haotong,Yang Dingxin,Li Haotong,Yang Dingxin,W,W,White,3417,3671,3417,3671,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026010000102932 | https://www.go4go.net/go/games/sgfview/125579,https://www.goratings.org/en/players/1193.html | https://www.goratings.org/en/players/2038.html,2,2,1,1,2026-01-25|2038|1193|W|1
2026-01-25,2026-01-25,2256,1771,1771,2256,1771,2256,1771,Choi Minseo,Sim Jaeik,Choi Minseo,Sim Jaeik,W,W,White,3137,3331,3137,3331,GoRatings,GoRatings,GoRatings,https://www.cyberoro.com/gibo_new/giboviewer/giboviewer.asp?wh=kiwon&gibo=https://open.cyberoro.com/gibo/202601/1244.sgf&gibonum=50293&bimg=ChoiMinS.jpg&wimg=SimJeI.jpg | https://www.go4go.net/go/games/sgfview/125599,https://www.goratings.org/en/players/1771.html | https://www.goratings.org/en/players/2256.html,2,2,1,1,2026-01-25|2256|1771|W|1
2026-01-25,2026-01-25,2270,433,433,2270,433,2270,433,Xu Yidi,Tuo Jiaxi,Xu Yidi,Tuo Jiaxi,W,W,White,3353,3552,3353,3552,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026010000102940 | https://www.go4go.net/go/games/sgfview/125570,https://www.goratings.org/en/players/2270.html | https://www.goratings.org/en/players/433.html,2,2,1,1,2026-01-25|2270|433|W|1
2026-01-25,2026-01-25,2325,1488,2325,2325,1488,2325,1488,Qiu Yuran,Chen Yunong,Qiu Yuran,Chen Yunong,B,B,Black,3343,3505,3343,3505,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026010000102936 | https://www.go4go.net/go/games/sgfview/125571,https://www.goratings.org/en/players/1488.html | https://www.goratings.org/en/players/2325.html,2,2,1,1,2026-01-25|2325|1488|B|1
2026-01-25,2026-01-25,2388,1135,1135,2388,1135,2388,1135,Zhou Ziyi,Dang Yifei,Zhou Ziyi,Dang Yifei,W,W,White,3328,3699,3328,3699,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026010000102947 | https://www.go4go.net/go/games/sgfview/125586,https://www.goratings.org/en/players/1135.html | https://www.goratings.org/en/players/2388.html,2,2,1,1,2026-01-25|2388|1135|W|1
2026-01-25,2026-01-25,2391,1918,1918,2391,1918,2391,1918,Han Moyang,Lyu Liyan,Han Moyang,Lyu Liyan,W,W,White,3348,3327,3348,3327,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026010000102958 | https://www.go4go.net/go/games/sgfview/125580,https://www.goratings.org/en/players/1918.html | https://www.goratings.org/en/players/2391.html,2,2,1,1,2026-01-25|2391|1918|W|1
2026-01-25,2026-01-25,897,1511,1511,897,1511,897,1511,Tang Weixing,Ding Hao,Tang Weixing,Ding Hao,W,W,White,3466,3747,3466,3747,GoRatings,GoRatings,GoRatings,https://www.weiqi.org.cn/competition/kifu/2026010000102952 | https://www.go4go.net/go/games/sgfview/125583,https://www.goratings.org/en/players/1511.html | https://www.goratings.org/en/players/897.html,2,2,1,1,2026-01-25|897|1511|W|1
2026-01-26,2026-01-26,1223,114,1223,1223,114,1223,114,Choi Jeong,Weon Seongjin,Choi Jeong,Weon Seongjin,B,B,Black,3426,3453,3426,3453,GoRatings,GoRatings,GoRatings,https://www.cyberoro.com/gibo_new/giboviewer/giboviewer.asp?wh=kiwon&gibo=https://open.cyberoro.com/gibo/202601/m32choijung(1).sgf&gibonum=50299&bimg=ChoiJung.jpg&wimg=WonSungJ.jpg | https://www.go4go.net/go/games/sgfview/125624,https://www.goratings.org/en/players/114.html | https://www.goratings.org/en/players/1223.html,2,2,1,1,2026-01-26|1223|114|B|1
2026-01-26,2026-01-26,1269,913,1269,1269,913,1269,913,Motoki Katsuya,Murakawa Daisuke,Motoki Katsuya,Murakawa Daisuke,B,B,Black,3461,3388,3461,3388,GoRatings,GoRatings,GoRatings,https://u-gen.nihonkiin.or.jp/kifu_new/giboviewer/giboviewer.asp?gibo=http://u-gen.nihonkiin.or.jp/upload/java_gibo/51meijin_motoki_murakawa_20260127.sgf | https://www.go4go.net/go/games/sgfview/125628,https://www.goratings.org/en/players/1269.html | https://www.goratings.org/en/players/913.html,2,2,1,1,2026-01-26|1269|913|B|1
2026-01-26,2026-01-26,1530,65,65,1530,65,1530,65,Otani Naoki,Yamada Kimio,Otani Naoki,Yamada Kimio,W,W,White,3149,3100,3149,3100,GoRatings,GoRatings,GoRatings,https://u-gen.nihonkiin.or.jp/kifu_new/giboviewer/giboviewer.asp?gibo=http://u-gen.nihonkiin.or.jp/upload/java_gibo/52MeijinsenB_Ootani_Yamada_20260126.sgf | https://www.go4go.net/go/games/sgfview/125616,https://www.goratings.org/en/players/1530.html | https://www.goratings.org/en/players/65.html,2,2,1,1,2026-01-26|1530|65|W|1
2026-01-26,2026-01-26,1561,1018,1018,1561,1018,1561,1018,Meyer Francis,Tajima Shingo,Meyer Francis,Tajima Shingo,W,W,White,2720,2859,2720,2859,GoRatings,GoRatings,GoRatings,NA,https://www.goratings.org/en/players/1561.html,1,1,1,1,2026-01-26|1561|1018|W|1
2026-01-26,2026-01-26,1754,1188,1188,1754,1188,1754,1188,Ueno Asami,Ida Atsushi,Ueno Asami,Ida Atsushi,W,W,White,3350,3379,3350,3379,GoRatings,GoRatings,GoRatings,https://u-gen.nihonkiin.or.jp/kifu_new/giboviewer/giboviewer.asp?gibo=http://u-gen.nihonkiin.or.jp/upload/java_gibo/81Honninbousen1_UenoA_Ida_20260126.sgf | https://www.go4go.net/go/games/sgfview/125611,https://www.goratings.org/en/players/1188.html | https://www.goratings.org/en/players/1754.html,2,2,1,1,2026-01-26|1754|1188|W|1
2026-01-26,2026-01-26,175,188,175,175,188,175,188,Takao Shinji,Huang Meng Cheng,Takao Shinji,Huang Meng Cheng,B,B,Black,3310,2865,3310,2865,GoRatings,GoRatings,GoRatings,https://u-gen.nihonkiin.or.jp/kifu_new/giboviewer/giboviewer.asp?gibo=http://u-gen.nihonkiin.or.jp/upload/java_gibo/52mijin_b_takao_takao_20260126.sgf | https://www.go4go.net/go/games/sgfview/125618,https://www.goratings.org/en/players/175.html,1,1,1,1,2026-01-26|175|188|B|1
2026-01-26,2026-01-26,1966,706,1966,1966,706,1966,706,Kato Chie,Tafu Kae,Kato Chie,Tafu Kae,B,B,Black,3016,2220,3016,2220,GoRatings,GoRatings,GoRatings,NA,https://www.goratings.org/en/players/1966.html | https://www.goratings.org/en/players/706.html,2,2,1,1,2026-01-26|1966|706|B|1
2026-01-26,2026-01-26,2207,2562,2207,2207,2562,2207,2562,Tatsumi Akane,Sekiyama Honoka,Tatsumi Akane,Sekiyama Honoka,B,B,Black,2840,2414,2840,2414,GoRatings,GoRatings,GoRatings,NA,https://www.goratings.org/en/players/2207.html,1,1,1,1,2026-01-26|2207|2562|B|1
2026-01-26,2026-01-26,2302,1346,2302,2302,1346,2302,1346,Mito Shuhei,Sada Atsushi,Mito Shuhei,Sada Atsushi,B,B,Black,3157,3366,3157,3366,GoRatings,GoRatings,GoRatings,https://u-gen.nihonkiin.or.jp/kifu_new/giboviewer/giboviewer.asp?gibo=http://u-gen.nihonkiin.or.jp/upload/java_gibo/81Honninbousen1_Mito_Sada_20260126.sgf | https://www.go4go.net/go/games/sgfview/125613,https://www.goratings.org/en/players/1346.html | https://www.goratings.org/en/players/2302.html,2,2,1,1,2026-01-26|2302|1346|B|1
2026-01-26,2026-01-26,2367,2576,2576,2367,2576,2367,2576,Hino Shota,Yoshida Toma,Hino Shota,Yoshida Toma,W,W,White,2793,3003,2793,3003,GoRatings,GoRatings,GoRatings,https://u-gen.nihonkiin.or.jp/kifu_new/giboviewer/giboviewer.asp?gibo=http://u-gen.nihonkiin.or.jp/upload/java_gibo/51ShinjinousenP_Hino_Yoshida_20260126.sgf | https://www.go4go.net/go/games/sgfview/125871,https://www.goratings.org/en/players/2576.html,1,1,1,1,2026-01-26|2367|2576|W|1
2026-01-26,2026-01-26,2372,355,355,2372,355,2372,355,Hsiao Yu-Yang,Iguchi Toyohide,Hsiao Yu-Yang,Iguchi Toyohide,W,W,White,3298,3086,3298,3086,GoRatings,GoRatings,GoRatings,https://u-gen.nihonkiin.or.jp/kifu_new/giboviewer/giboviewer.asp?gibo=http://u-gen.nihonkiin.or.jp/upload/java_gibo/52mijin_hshao_iguchi_20260126.sgf | https://www.go4go.net/go/games/sgfview/125617,https://www.goratings.org/en/players/2372.html | https://www.goratings.org/en/players/355.html,2,2,1,1,2026-01-26|2372|355|W|1
2026-01-26,2026-01-26,2440,2359,2359,2440,2359,2440,2359,Kato Yuki (f),Goto Hajimu,Kato Yuki (f),Goto Hajimu,W,W,White,2658,2977,2658,2977,GoRatings,GoRatings,GoRatings,https://u-gen.nihonkiin.or.jp/kifu_new/giboviewer/giboviewer.asp?gibo=http://u-gen.nihonkiin.or.jp/upload/java_gibo/51ShinjinousenP_KatouY_Gotou_20260126.sgf | https://www.go4go.net/go/games/sgfview/125872,https://www.goratings.org/en/players/2359.html,1,1,1,1,2026-01-26|2440|2359|W|1
2026-01-26,2026-01-26,286,288,286,286,288,286,288,Kobayashi Izumi,Hane Yasumasa,Kobayashi Izumi,Hane Yasumasa,B,B,Black,2923,2928,2923,2928,GoRatings,GoRatings,GoRatings,https://u-gen.nihonkiin.or.jp/kifu_new/giboviewer/giboviewer.asp?gibo=http://u-gen.nihonkiin.or.jp/upload/java_gibo/5teikei_kobayashiizu_haneyasu_20260126.sgf | https://www.go4go.net/go/games/sgfview/125621,https://www.goratings.org/en/players/286.html,1,1,1,1,2026-01-26|286|288|B|1
2026-01-26,2026-01-26,41,51,41,41,51,41,51,Ryu Si Hoon,Kobayashi Satoru,Ryu Si Hoon,Kobayashi Satoru,B,B,Black,3180,3086,3180,3086,GoRatings,GoRatings,GoRatings,https://u-gen.nihonkiin.or.jp/kifu_new/giboviewer/giboviewer.asp?gibo=http://u-gen.nihonkiin.or.jp/upload/java_gibo/52MeijinsenB_Ryuu_Kobayashi_20260126.sgf | https://www.go4go.net/go/games/sgfview/125614,https://www.goratings.org/en/players/41.html,1,1,1,1,2026-01-26|41|51|B|1
2026-01-26,2026-01-26,71,2204,2204,71,2204,71,2204,Wang Li Chen,Fukuoka Kotaro,Wang Li Chen,Fukuoka Kotaro,W,W,White,3192,3450,3192,3450,GoRatings,GoRatings,GoRatings,https://u-gen.nihonkiin.or.jp/kifu_new/giboviewer/giboviewer.asp?gibo=http://u-gen.nihonkiin.or.jp/upload/java_gibo/52TengensenA_Ou_Fukuoka_20260126.sgf | https://www.go4go.net/go/games/sgfview/125619,https://www.goratings.org/en/players/2204.html | https://www.goratings.org/en/players/71.html,2,2,1,1,2026-01-26|71|2204|W|1
2026-01-26,2026-01-26,862,1202,862,862,1202,862,1202,Kim Jiseok,Ryu Minhyung,Kim Jiseok,Ryu Minhyung,B,B,Black,3532,3394,3532,3394,GoRatings,GoRatings,GoRatings,https://www.cyberoro.com/gibo_new/giboviewer/giboviewer.asp?wh=kiwon&gibo=https://open.cyberoro.com/gibo/202601/m32kimji.sgf&gibonum=50300&bimg=KimJiS.jpg&wimg=RyuMinH.jpg | https://www.go4go.net/go/games/sgfview/125625,https://www.goratings.org/en/players/1202.html | https://www.goratings.org/en/players/862.html,2,2,1,1,2026-01-26|862|1202|B|1
2026-01-26,2026-01-26,947,1555,1555,947,1555,947,1555,Hane Shigeko,Nishiyama Shizuka,Hane Shigeko,Nishiyama Shizuka,W,W,White,2288,2648,2288,2648,GoRatings,GoRatings,GoRatings,https://u-gen.nihonkiin.or.jp/kifu_new/giboviewer/giboviewer.asp?gibo=http://u-gen.nihonkiin.or.jp/upload/java_gibo/45fehoninboh_haneshige_njshiyama_20260126.sgf | https://www.go4go.net/go/games/sgfview/125865,https://www.goratings.org/en/players/1555.html,1,1,1,1,2026-01-26|947|1555|W|1
2026-01-26,2026-01-26,994,2519,994,994,2519,994,2519,Mukai Chiaki,Takayama Nonoka,Mukai Chiaki,Takayama Nonoka,B,B,Black,3086,2704,3086,2704,GoRatings,GoRatings,GoRatings,https://u-gen.nihonkiin.or.jp/kifu_new/giboviewer/giboviewer.asp?gibo=http://u-gen.nihonkiin.or.jp/upload/java_gibo/11SenkouhaiP_Mukai_Takayama_20260126.sgf | https://www.go4go.net/go/games/sgfview/125868,https://www.goratings.org/en/players/2519.html | https://www.goratings.org/en/players/994.html,2,2,1,1,2026-01-26|994|2519|B|1
2026-01-27,2026-01-27,1176,121,1176,1176,121,1176,121,Kim Junghyun,Mok Jinseok,Kim Junghyun,Mok Jinseok,B,B,Black,3528,3329,3528,3329,GoRatings,GoRatings,GoRatings,https://www.cyberoro.com/gibo_new/giboviewer/giboviewer.asp?wh=kiwon&gibo=https://open.cyberoro.com/gibo/202601/ms32mok.sgf&gibonum=50302&bimg=KimJungH.jpg&wimg=MokJinS.jpg | https://www.go4go.net/go/games/sgfview/125627,https://www.goratings.org/en/players/121.html,1,1,1,1,2026-01-27|1176|121|B|1
2026-01-27,2026-01-27,1314,1298,1298,1314,1298,1314,1298,Shin Minjun,Park Minkyu,Shin Minjun,Park Minkyu,W,W,White,3643,3534,3643,3534,GoRatings,GoRatings,GoRatings,https://www.cyberoro.com/gibo_new/giboviewer/giboviewer.asp?wh=kiwon&gibo=https://open.cyberoro.com/gibo/202601/ms32sin.sgf&gibonum=50301&bimg=SinMinJ.jpg&wimg=ParkMinK.jpg | https://www.go4go.net/go/games/sgfview/125626,https://www.goratings.org/en/players/1298.html | https://www.goratings.org/en/players/1314.html,2,2,1,1,2026-01-27|1314|1298|W|1
2026-01-28,2026-01-28,1002,1536,1536,1002,1536,1002,1536,Kim Byeongjun,Hara Masakazu,Kim Byeongjun,Hara Masakazu,W,W,White,2879,3102,2879,3102,GoRatings,GoRatings,GoRatings,NA,https://www.goratings.org/en/players/1002.html | https://www.goratings.org/en/players/1536.html,2,2,1,1,2026-01-28|1002|1536|W|1
2026-01-28,2026-01-28,1095,881,1095,1095,881,1095,881,Hatanaka Hoshinobu,Imai Kazuhiro,Hatanaka Hoshinobu,Imai Kazuhiro,B,B,Black,3009,2685,3009,2685,GoRatings,GoRatings,GoRatings,NA,https://www.goratings.org/en/players/1095.html | https://www.goratings.org/en/players/881.html,2,2,1,1,2026-01-28|1095|881|B|1
2026-01-28,2026-01-28,1395,2296,2296,1395,2296,1395,2296,Sakakibara Masateru,Mishima Hibiki,Sakakibara Masateru,Mishima Hibiki,W,W,White,2692,2728,2692,2728,GoRatings,GoRatings,GoRatings,NA,https://www.goratings.org/en/players/1395.html | https://www.goratings.org/en/players/2296.html,2,2,1,1,2026-01-28|1395|2296|W|1
2026-01-28,2026-01-28,1465,1428,1428,1465,1428,1465,1428,Abe Yoshiki,Hong Seokui,Abe Yoshiki,Hong Seokui,W,W,White,3090,3244,3090,3244,GoRatings,GoRatings,GoRatings,https://www.go4go.net/go/games/sgfview/125656,https://www.goratings.org/en/players/1428.html | https://www.goratings.org/en/players/1465.html,2,2,1,1,2026-01-28|1465|1428|W|1
