date,tournament,home_team,HomeFlag,away_team,AwayFlag,result,ResultFlag,HomeScore,AwayScore,HomeFirstAppearance,AwayFirstAppearance,HomeGamesBefore,AwayGamesBefore,HomeRating_Before,AwayRating_Before,HomeStartRating,AwayStartRating,ExpectedHome,ExpectedAway,KHome,KAway,HomeRating_After,AwayRating_After,HomeGamesAfter,AwayGamesAfter
1895-03-30,British Home Championship,Scotland,gb-sct,Northern Ireland,gb-nir,Scotland,gb-sct,1,0,FALSE,FALSE,55,38,2752.6977882337,2347.7427872253,2590.2894900157,2559.56083671011,0.91142085958953,0.0885791404104704,40,40,2756.24095385012,2344.19962160888,56,39
1895-04-06,British Home Championship,England,gb-eng,Scotland,gb-sct,England,gb-eng,1,0,FALSE,FALSE,54,56,2777.02972384087,2756.24095385012,2590.2894900157,2590.2894900157,0.529881792364323,0.470118207635677,40,40,2795.8344521463,2737.43622554469,55,57
1896-02-29,British Home Championship,Wales,gb-wls,Northern Ireland,gb-nir,Wales,gb-wls,1,0,FALSE,FALSE,50,39,2449.80864786033,2344.19962160888,2579.23739641514,2559.56083671011,0.647469472368936,0.352530527631064,40,40,2463.90986896557,2330.09840050364,51,40
1896-03-07,British Home Championship,Northern Ireland,gb-nir,England,gb-eng,England,gb-eng,0,1,FALSE,FALSE,40,55,2330.09840050364,2795.8344521463,2559.56083671011,2590.2894900157,0.0641043221878694,0.935895677812131,40,40,2327.53422761612,2798.39862503381,41,56
1896-03-16,British Home Championship,Wales,gb-wls,England,gb-eng,England,gb-eng,0,1,FALSE,FALSE,51,56,2463.90986896557,2798.39862503381,2579.23739641514,2590.2894900157,0.127252602299766,0.872747397700234,40,40,2458.81976487358,2803.4887291258,52,57
1896-03-21,British Home Championship,Scotland,gb-sct,Wales,gb-wls,Scotland,gb-sct,1,0,FALSE,FALSE,57,52,2737.43622554469,2458.81976487358,2590.2894900157,2579.23739641514,0.832555129077974,0.167444870922026,40,40,2744.13402038157,2452.1219700367,58,53
1896-03-28,British Home Championship,Northern Ireland,gb-nir,Scotland,gb-sct,Draw,,0.5,0.5,FALSE,FALSE,41,58,2327.53422761612,2744.13402038157,2559.56083671011,2590.2894900157,0.0833145505719286,0.916685449428071,40,40,2344.20164559324,2727.46660240445,42,59
1896-04-04,British Home Championship,Scotland,gb-sct,England,gb-eng,Scotland,gb-sct,1,0,FALSE,FALSE,59,57,2727.46660240445,2803.4887291258,2590.2894900157,2590.2894900157,0.392308569730534,0.607691430269466,40,40,2751.77425961523,2779.18107191503,60,58
1897-02-20,British Home Championship,England,gb-eng,Northern Ireland,gb-nir,England,gb-eng,1,0,FALSE,FALSE,58,42,2779.18107191503,2344.20164559324,2590.2894900157,2559.56083671011,0.924417767077345,0.0755822329226554,40,40,2782.20436123193,2341.17835627634,59,43
1897-03-06,British Home Championship,Northern Ireland,gb-nir,Wales,gb-wls,Northern Ireland,gb-nir,1,0,FALSE,FALSE,43,53,2341.17835627634,2452.1219700367,2559.56083671011,2579.23739641514,0.345553405682589,0.654446594317411,40,40,2367.35622004903,2425.944106264,44,54
1897-03-20,British Home Championship,Wales,gb-wls,Scotland,gb-sct,Draw,,0.5,0.5,FALSE,FALSE,54,60,2425.944106264,2751.77425961523,2579.23739641514,2590.2894900157,0.132891727285819,0.867108272714181,40,40,2440.62843717257,2737.08992870666,55,61
1897-03-27,British Home Championship,Scotland,gb-sct,Northern Ireland,gb-nir,Scotland,gb-sct,1,0,FALSE,FALSE,61,44,2737.08992870666,2367.35622004903,2590.2894900157,2559.56083671011,0.893629056840742,0.106370943159258,40,40,2741.34476643303,2363.10138232266,62,45
1897-03-29,British Home Championship,England,gb-eng,Wales,gb-wls,England,gb-eng,1,0,FALSE,FALSE,59,55,2782.20436123193,2440.62843717257,2590.2894900157,2579.23739641514,0.877209810419935,0.122790189580065,40,40,2787.11596881513,2435.71682958937,60,56
1897-04-03,British Home Championship,England,gb-eng,Scotland,gb-sct,Scotland,gb-sct,0,1,FALSE,FALSE,60,62,2787.11596881513,2741.34476643303,2590.2894900157,2590.2894900157,0.565491613878714,0.434508386121287,40,40,2764.49630425999,2763.96443098818,61,63
1898-02-19,British Home Championship,Wales,gb-wls,Northern Ireland,gb-nir,Northern Ireland,gb-nir,0,1,FALSE,FALSE,56,45,2435.71682958937,2363.10138232266,2579.23739641514,2559.56083671011,0.603006511405828,0.396993488594172,40,40,2411.59656913313,2387.2216427789,57,46
1898-03-05,British Home Championship,Northern Ireland,gb-nir,England,gb-eng,England,gb-eng,0,1,FALSE,FALSE,46,61,2387.2216427789,2764.49630425999,2559.56083671011,2590.2894900157,0.10231457831016,0.89768542168984,40,40,2383.12905964649,2768.58888739239,47,62
1898-03-19,British Home Championship,Scotland,gb-sct,Wales,gb-wls,Scotland,gb-sct,1,0,FALSE,FALSE,63,57,2763.96443098818,2411.59656913313,2590.2894900157,2579.23739641514,0.883746023253744,0.116253976746256,40,40,2768.61459005803,2406.94641006328,64,58
1898-03-26,British Home Championship,Northern Ireland,gb-nir,Scotland,gb-sct,Scotland,gb-sct,0,1,FALSE,FALSE,47,64,2383.12905964649,2768.61459005803,2559.56083671011,2590.2894900157,0.0980542842675663,0.901945715732434,40,40,2379.20688827579,2772.53676142873,48,65
1898-03-28,British Home Championship,Wales,gb-wls,England,gb-eng,England,gb-eng,0,1,FALSE,FALSE,58,62,2406.94641006328,2768.58888739239,2579.23739641514,2590.2894900157,0.110880219931058,0.889119780068942,40,40,2402.51120126604,2773.02409618964,59,63
1898-04-02,British Home Championship,Scotland,gb-sct,England,gb-eng,England,gb-eng,0,1,FALSE,FALSE,65,63,2772.53676142873,2773.02409618964,2590.2894900157,2590.2894900157,0.499298669362598,0.500701330637402,40,40,2752.56481465423,2792.99604296414,66,64
1899-02-18,British Home Championship,England,gb-eng,Northern Ireland,gb-nir,England,gb-eng,1,0,FALSE,FALSE,64,48,2792.99604296414,2379.20688827579,2590.2894900157,2559.56083671011,0.915441421664764,0.084558578335236,40,40,2796.37838609755,2375.82454514238,65,49
1899-03-04,British Home Championship,Northern Ireland,gb-nir,Wales,gb-wls,Northern Ireland,gb-nir,1,0,FALSE,FALSE,49,59,2375.82454514238,2402.51120126604,2559.56083671011,2579.23739641514,0.46167016488644,0.53832983511356,40,40,2397.35773854692,2380.9780078615,50,60
1899-03-18,British Home Championship,Wales,gb-wls,Scotland,gb-sct,Scotland,gb-sct,0,1,FALSE,FALSE,60,66,2380.9780078615,2752.56481465423,2579.23739641514,2590.2894900157,0.105361200878514,0.894638799121486,40,40,2376.76355982636,2756.77926268937,61,67
1899-03-20,British Home Championship,England,gb-eng,Wales,gb-wls,England,gb-eng,1,0,FALSE,FALSE,65,61,2796.37838609755,2376.76355982636,2590.2894900157,2579.23739641514,0.918001427678725,0.0819985723212755,40,40,2799.6583289904,2373.48361693351,66,62
1899-03-25,British Home Championship,Scotland,gb-sct,Northern Ireland,gb-nir,Scotland,gb-sct,1,0,FALSE,FALSE,67,50,2756.77926268937,2397.35773854692,2590.2894900157,2559.56083671011,0.887853092694764,0.112146907305236,40,40,2761.26513898158,2392.87186225471,68,51
1899-04-08,British Home Championship,England,gb-eng,Scotland,gb-sct,England,gb-eng,1,0,FALSE,FALSE,66,68,2799.6583289904,2761.26513898158,2590.2894900157,2590.2894900157,0.555028435505549,0.444971564494451,40,40,2817.45719157018,2743.4662764018,67,69
